fold,name,dPSNR,severe,unsafe_action_label,v221_unsafe_action_probability,trained_mid_unsafe_prob,trained_final_unsafe_prob,trained_mean_unsafe_prob
0,2238_0.81_1.38.png,-0.035254860289775536,0,1,0.7885487675666809,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,2610_0.81_1.15.png,0.3147954904851247,0,0,0.7332951426506042,0.182704359292984,0.18256354331970215,0.18263395130634308
0,177_0.65_1.21.png,-0.0682664143876579,0,0,0.01933279260993004,0.1827043741941452,0.18256352841854095,0.18263395130634308
0,2773_0.7_0.71.png,-0.1405295284471606,0,0,0.4907308518886566,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2552_0.55_0.61.png,-0.30481632764078626,1,0,0.7645611763000488,0.18270447850227356,0.18256349861621857,0.18263398855924606
0,2562_0.81_1.38.png,0.10015842668958896,0,1,0.7768768072128296,0.18270434439182281,0.18256354331970215,0.18263394385576248
0,392_0.54_0.67.png,0.5399193539409026,0,0,0.021607780829072,0.1827043890953064,0.18256348371505737,0.18263393640518188
0,2153_0.61_1.16.png,-0.022971844265917696,0,0,0.16806085407733917,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,1163_0.95_1.89.png,0.0657658616535386,0,0,0.0783693864941597,0.18270406126976013,0.18256352841854095,0.18263379484415054
0,50_0.82_1.93.png,-0.019427973405463206,0,0,0.004900641273707151,0.18270424008369446,0.18256352841854095,0.1826338842511177
0,2688_0.87_1.2.png,0.08718461496600582,0,0,0.3540114164352417,0.18270431458950043,0.18256352841854095,0.1826339215040207
0,614_0.95_0.72.png,-0.02337850832812194,0,0,0.5406437516212463,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,2406_0.59_0.76.png,0.2548244153379642,0,1,0.9454801082611084,0.18270452320575714,0.18256352841854095,0.18263402581214905
0,2532_0.74_1.32.png,-0.0584487828207898,0,0,0.6411149501800537,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,356_0.65_0.6.png,-0.3129626435763271,1,0,0.01880052499473095,0.1827044039964676,0.18256348371505737,0.18263394385576248
0,1960_0.8_0.62.png,0.09857894893987407,0,0,0.6219748258590698,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,740_0.94_0.76.png,-0.04901020714285664,0,0,0.019266583025455475,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,278_0.98_0.65.png,-0.03859931244792136,0,0,0.022250976413488388,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2802_0.94_1.89.png,0.03646859447474782,0,0,0.06755709648132324,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,13_0.94_1.35.png,0.04556722912810329,0,1,0.7238405346870422,0.1827043741941452,0.18256352841854095,0.18263395130634308
0,779_0.72_1.2.png,0.05428048963396748,0,0,0.24056728184223175,0.1827044039964676,0.18256349861621857,0.18263395130634308
0,1643_0.77_0.66.png,0.04020319625190183,0,0,0.5368414521217346,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2502_0.94_1.08.png,-0.0531854545659769,0,0,0.04718412458896637,0.18270449340343475,0.18256352841854095,0.18263401091098785
0,1319_0.88_1.19.png,-0.11871571791233038,0,0,0.005390452221035957,0.18270431458950043,0.18256352841854095,0.1826339215040207
0,1529_0.84_0.56.png,-0.03387396248798069,0,0,0.8341898918151855,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2542_0.7_1.52.png,-0.04629737301213055,0,0,0.2687109410762787,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2959_0.85_0.71.png,0.1268174706550198,0,0,0.015197111293673515,0.18270453810691833,0.18256352841854095,0.18263403326272964
0,945_0.99_1.73.png,-0.04482840478240746,0,0,0.7999072670936584,0.18270431458950043,0.18256352841854095,0.1826339215040207
0,2000_0.86_0.62.png,-0.006968638369848179,0,0,0.016392389312386513,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,2469_0.52_1.22.png,0.15304844435554799,0,1,0.6606653332710266,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,2711_0.69_1.62.png,0.06178681620478699,0,0,0.3168305456638336,0.1827043741941452,0.18256352841854095,0.18263395130634308
0,1669_0.52_1.31.png,0.14590252435259288,0,0,0.3796049654483795,0.18270425498485565,0.18256352841854095,0.1826338917016983
0,2943_0.94_1.06.png,-0.049606668323711745,0,0,0.5742929577827454,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2117_0.76_1.14.png,-0.25902961829990545,1,0,0.025944452732801437,0.182704359292984,0.18256352841854095,0.18263394385576248
0,58_0.53_0.53.png,0.29526629158732476,0,1,0.9949729442596436,0.18270449340343475,0.18256349861621857,0.18263399600982666
0,2143_0.57_0.65.png,0.1351008764804078,0,0,0.10308878123760223,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,404_0.82_1.92.png,0.2554782237921458,0,0,0.0030025180894881487,0.18270421028137207,0.18256348371505737,0.18263384699821472
0,2833_0.66_0.5.png,0.007243613117751124,0,0,0.4747808873653412,0.18270449340343475,0.18256352841854095,0.18263401091098785
0,62_0.93_1.08.png,0.05999927133511562,0,0,0.020335616543889046,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,374_0.93_1.43.png,0.11136988809091264,0,0,0.011554183438420296,0.18270431458950043,0.18256352841854095,0.1826339215040207
0,37_0.68_1.27.png,-0.02582728000416523,0,0,0.13695365190505981,0.18270429968833923,0.18256349861621857,0.1826338991522789
0,2178_0.88_1.13.png,-0.05839942457696168,0,0,0.28834593296051025,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2865_0.65_0.7.png,-0.06613813637935806,0,0,0.3110058307647705,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,1124_0.74_1.17.png,0.20614890944924014,0,0,0.059685949236154556,0.18270426988601685,0.18256348371505737,0.1826338768005371
0,2016_0.66_1.25.png,0.015681770519734073,0,0,0.08847420662641525,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,1971_0.99_1.02.png,0.013720998408331297,0,0,0.6593362092971802,0.1827043890953064,0.18256354331970215,0.18263396620750427
0,2384_0.57_0.86.png,-0.24646990047327222,1,1,0.9495216608047485,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2400_0.58_0.53.png,0.346594985290416,0,0,0.06973367184400558,0.18270455300807953,0.18256349861621857,0.18263402581214905
0,576_0.84_1.69.png,0.0559498835044252,0,0,0.004544174298644066,0.1827041208744049,0.18256352841854095,0.18263382464647293
0,2731_0.92_1.46.png,0.11857827012659072,0,0,0.6094309091567993,0.18270429968833923,0.18256354331970215,0.1826339215040207
0,437_0.87_0.76.png,-0.016466791113671775,0,0,0.05455644056200981,0.182704359292984,0.18256354331970215,0.18263395130634308
0,366_0.67_1.2.png,0.21010416423722944,0,0,0.05739898979663849,0.18270431458950043,0.18256349861621857,0.1826339066028595
0,2897_0.75_1.35.png,0.10248346276056708,0,0,0.005573102738708258,0.182704359292984,0.18256352841854095,0.18263394385576248
0,666_0.9_1.01.png,0.02196335702868879,0,0,0.04741281643509865,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,1986_0.78_0.65.png,0.29585675039287196,0,0,0.037085309624671936,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,233_0.75_1.0.png,0.08067578624875438,0,0,0.9234060049057007,0.182704359292984,0.18256352841854095,0.18263394385576248
0,1764_0.84_1.26.png,0.19303850266345535,0,0,0.04115007445216179,0.18270429968833923,0.18256352841854095,0.1826339140534401
0,1565_0.92_0.5.png,0.42477324458889143,0,1,0.9632368087768555,0.18270452320575714,0.18256349861621857,0.18263401091098785
0,1577_0.86_1.16.png,0.009012556238914726,0,1,0.9766601324081421,0.18270424008369446,0.18256357312202454,0.1826339066028595
0,49_0.58_1.42.png,0.3270034564711892,0,0,0.0022887405939400196,0.1827043741941452,0.18256349861621857,0.18263393640518188
0,2880_0.9_0.87.png,-0.01339020519515799,0,0,0.013164377771317959,0.18270453810691833,0.18256352841854095,0.18263403326272964
0,1363_0.77_1.15.png,0.09276655856024263,0,0,0.0018866611644625664,0.182704359292984,0.18256349861621857,0.1826339289546013
0,696_0.95_0.69.png,0.21676020317269007,0,0,0.35847052931785583,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,967_0.79_1.96.png,0.021829633789351988,0,0,0.0775914415717125,0.18270421028137207,0.18256352841854095,0.1826338693499565
0,2987_0.99_1.51.png,0.010023895149991802,0,0,0.06669098138809204,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,2682_0.96_1.39.png,0.04529226773112072,0,0,0.34540632367134094,0.1827043741941452,0.18256354331970215,0.18263395875692368
0,1996_0.77_1.8.png,0.0588580358178703,0,0,0.014244203455746174,0.182704359292984,0.18256352841854095,0.18263394385576248
0,1077_0.94_0.84.png,-0.012919685088576216,0,0,0.1642717570066452,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,1929_0.88_1.23.png,0.031475249379646186,0,0,0.20907342433929443,0.1827044039964676,0.18256354331970215,0.18263397365808487
0,2948_0.75_1.31.png,0.07899570722783977,0,0,0.031547609716653824,0.1827043741941452,0.18256352841854095,0.18263395130634308
0,1119_0.62_1.98.png,0.1848144154249738,0,0,0.0032192112412303686,0.1827043741941452,0.18256349861621857,0.18263393640518188
0,2557_0.84_0.68.png,0.13036698769622035,0,1,0.7541753053665161,0.18270449340343475,0.18256352841854095,0.18263401091098785
0,1829_0.55_1.16.png,0.17766599968289398,0,0,0.3562735617160797,0.182704359292984,0.18256349861621857,0.1826339289546013
0,1981_0.66_1.25.png,-0.004679824976747682,0,0,0.2366517037153244,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,962_0.55_1.94.png,-0.13519217108423476,0,0,0.0142457764595747,0.18270421028137207,0.18256352841854095,0.1826338693499565
0,990_0.82_0.64.png,-0.20205900520313236,1,0,0.0031660031527280807,0.18270446360111237,0.18256349861621857,0.18263398110866547
0,1653_0.9_1.01.png,0.0041838533483442575,0,1,0.8708012700080872,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,913_0.54_1.24.png,0.211201038801633,0,0,0.08440373837947845,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2975_1.0_1.72.png,0.0185072758289877,0,0,0.37927213311195374,0.18270443379878998,0.18256357312202454,0.18263400346040726
0,2020_0.68_0.87.png,0.13045818789825603,0,0,0.20436573028564453,0.18270452320575714,0.18256352841854095,0.18263402581214905
0,1206_0.81_1.09.png,-0.02972080686972589,0,0,0.30335190892219543,0.18270434439182281,0.18256352841854095,0.18263393640518188
0,2753_0.9_1.03.png,0.03239126722489516,0,0,0.12905363738536835,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,637_0.82_1.62.png,0.06560257271627279,0,0,0.15372179448604584,0.18270421028137207,0.18256348371505737,0.18263384699821472
0,648_0.78_1.91.png,0.07077201627047458,0,0,0.004218675661832094,0.182704359292984,0.18256349861621857,0.1826339289546013
0,1439_0.92_1.24.png,-0.009694890666352762,0,0,0.0016317616682499647,0.18270429968833923,0.18256352841854095,0.1826339140534401
0,678_0.88_0.92.png,1.0313812268236688e-05,0,0,0.5939093232154846,0.18270434439182281,0.18256348371505737,0.1826339140534401
0,2159_0.62_0.8.png,0.24012271408210495,0,0,0.11808408051729202,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,1730_0.81_1.53.png,0.053966095494466515,0,0,0.5133852362632751,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,1605_1.0_1.37.png,0.08999681464891296,0,0,0.6142553091049194,0.1827043741941452,0.18256354331970215,0.18263395875692368
0,2807_0.78_0.64.png,0.2985064633415462,0,0,0.9515061974525452,0.18270453810691833,0.18256352841854095,0.18263403326272964
0,2620_0.76_1.26.png,-0.005957824606220186,0,0,0.0619826503098011,0.18270434439182281,0.18256352841854095,0.18263393640518188
0,460_0.74_1.47.png,-0.21465711756763284,1,0,0.0046890852972865105,0.1827043741941452,0.18256352841854095,0.18263395130634308
0,2828_0.98_1.23.png,0.042675719437923476,0,0,0.08432233333587646,0.18270446360111237,0.18256352841854095,0.18263399600982666
0,1453_0.64_1.53.png,0.11048443827607457,0,0,0.00017647484492044896,0.18270426988601685,0.18256352841854095,0.1826338991522789
0,204_0.59_0.52.png,-0.05292076681089242,0,0,0.8775516748428345,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2112_0.66_1.29.png,0.07716437759376049,0,0,0.1707131266593933,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2702_0.74_0.63.png,0.11422294843406888,0,0,0.6583817601203918,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1544_0.87_1.52.png,0.023870218047072456,0,0,0.0540008619427681,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,1923_0.81_1.81.png,0.2431269606231723,0,0,0.3507545590400696,0.18270425498485565,0.18256352841854095,0.1826338917016983
0,2434_0.93_0.55.png,0.016889608625817232,0,1,0.9683972001075745,0.18270455300807953,0.18256352841854095,0.18263404071331024
0,2489_0.62_1.9.png,0.09133551814960583,0,0,0.09545361995697021,0.18270419538021088,0.18256352841854095,0.18263386189937592
0,2314_0.51_1.78.png,0.23157089144429932,0,0,0.5784507989883423,0.18270431458950043,0.18256349861621857,0.1826339066028595
0,2816_0.98_1.25.png,0.04002683729790135,0,0,0.30606675148010254,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1382_0.57_1.88.png,0.292304126840115,0,0,0.15344765782356262,0.18270426988601685,0.18256348371505737,0.1826338768005371
0,2479_0.81_1.81.png,0.04588737429794065,0,0,0.02918633073568344,0.182704359292984,0.18256349861621857,0.1826339289546013
0,1939_0.93_1.32.png,-0.03846777081987085,0,0,0.04040258377790451,0.182704359292984,0.18256352841854095,0.18263394385576248
0,2923_0.53_0.64.png,0.008957392992172686,0,1,0.9881746768951416,0.18270455300807953,0.18256349861621857,0.18263402581214905
0,2916_0.62_1.39.png,0.16588335884152627,0,0,0.05142194405198097,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,1113_0.9_0.52.png,-0.07948202218098999,0,0,0.7337979078292847,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,2395_0.78_1.43.png,-0.10882246786478333,0,0,0.34730079770088196,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,1956_0.99_1.4.png,-0.006795205840774088,0,0,0.1411227434873581,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2371_0.69_1.5.png,0.26312789477857734,0,0,0.051430221647024155,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,2088_0.51_1.64.png,0.003306083588206832,0,1,0.9441259503364563,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,5_0.5_0.89.png,-0.18317486837380414,0,0,0.10981900244951248,0.18270446360111237,0.18256349861621857,0.18263398110866547
0,121_0.96_0.85.png,0.0032303529693749056,0,0,0.11798198521137238,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,1814_0.55_0.54.png,0.2947619289457606,0,0,0.7479837536811829,0.18270453810691833,0.18256352841854095,0.18263403326272964
0,1192_0.85_0.98.png,-0.1066495295977603,0,0,0.06541001796722412,0.182704359292984,0.18256348371505737,0.1826339215040207
0,1798_0.64_0.63.png,0.16376818856173259,0,1,0.8777574896812439,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,2148_0.69_1.7.png,0.1806944258848091,0,0,0.3323943018913269,0.182704359292984,0.18256349861621857,0.1826339289546013
0,1000_0.74_1.6.png,0.03856461086890306,0,0,0.0015651799039915204,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,1068_0.69_1.34.png,-0.008837482920114326,0,0,0.12658575177192688,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,895_0.54_1.27.png,-0.17747381047848165,0,0,0.5996137857437134,0.18270426988601685,0.18256349861621857,0.1826338842511177
0,2065_0.51_1.6.png,-0.4619742348052398,1,1,0.3446758985519409,0.18270429968833923,0.18256352841854095,0.1826339140534401
0,1057_0.96_1.31.png,-0.09977867978587085,0,0,0.16066329181194305,0.18270419538021088,0.18256352841854095,0.18263386189937592
0,2082_0.96_1.58.png,0.010514431865388474,0,0,0.43973931670188904,0.18270434439182281,0.18256354331970215,0.18263394385576248
0,1711_0.54_0.6.png,0.1581679180020359,0,1,0.7659696936607361,0.18270449340343475,0.18256352841854095,0.18263401091098785
0,2044_0.97_0.55.png,-0.018956504413843334,0,0,0.10897105932235718,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1911_0.96_1.13.png,-0.053840910296990785,0,0,0.0033312183804810047,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,1394_0.64_1.0.png,0.25543363848824185,0,0,0.24386367201805115,0.1827043741941452,0.18256349861621857,0.18263393640518188
0,2281_0.68_0.81.png,-0.13815904694777714,0,0,0.6268963813781738,0.18270446360111237,0.18256349861621857,0.18263398110866547
0,1041_0.64_0.82.png,-0.13463392870662716,0,0,0.010941924527287483,0.1827044039964676,0.18256352841854095,0.18263396620750427
0,296_0.57_0.78.png,-0.35264959466203294,1,0,0.11963146179914474,0.1827044039964676,0.18256348371505737,0.18263394385576248
0,958_0.93_0.63.png,-0.1027192618049142,0,0,0.711189329624176,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1637_0.75_0.58.png,0.07419462479239058,0,1,0.3354077637195587,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1523_0.59_1.3.png,-0.0042865958748876665,0,0,0.06502994894981384,0.18270447850227356,0.18256352841854095,0.18263400346040726
0,1471_0.82_1.95.png,0.10846858615422406,0,0,0.4710591435432434,0.18270422518253326,0.18256352841854095,0.1826338768005371
0,2737_0.51_0.6.png,0.3221522364019265,0,1,0.9940662384033203,0.18270453810691833,0.18256349861621857,0.18263401836156845
0,787_0.88_0.71.png,-0.10022246755058006,0,0,0.06796929240226746,0.1827043890953064,0.18256352841854095,0.18263395875692368
0,2822_0.83_0.63.png,0.08051310813760892,0,0,0.09543024003505707,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,1560_0.99_1.56.png,-0.007921509323800535,0,1,0.964431643486023,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,2670_0.93_1.49.png,0.006892355775704573,0,1,0.9136780500411987,0.182704359292984,0.18256352841854095,0.18263394385576248
0,2794_0.8_0.92.png,0.025128512824935,0,0,0.29108256101608276,0.18270450830459595,0.18256352841854095,0.18263401836156845
0,2138_0.88_1.49.png,-0.09183585640457181,0,0,0.5144786834716797,0.182704359292984,0.18256352841854095,0.18263394385576248
0,2366_0.56_1.55.png,-0.09687919491286578,0,0,0.18852080404758453,0.18270443379878998,0.18256352841854095,0.18263398110866547
0,766_1.0_0.59.png,0.007577990030597448,0,0,0.06565622985363007,0.1827044039964676,0.18256352841854095,0.18263396620750427
1,149_0.51_1.05.png,-0.10923728547638234,0,0,0.026361960917711258,0.18154498934745789,0.1813763678073883,0.1814606785774231
1,1342_0.9_1.88.png,0.0017774265882266604,0,0,0.021896876394748688,0.18154442310333252,0.18137630820274353,0.18146036565303802
1,2330_0.55_1.2.png,0.27588158297697163,0,0,0.36873534321784973,0.18154528737068176,0.1813764125108719,0.18146084994077682
1,1961_0.5_1.16.png,0.059763733323279666,0,0,0.43896523118019104,0.18154512345790863,0.1813763678073883,0.18146074563264847
1,144_0.68_1.71.png,-0.30052130677241706,1,0,0.0013810626696795225,0.18154503405094147,0.1813763976097107,0.18146071583032608
1,1489_0.87_0.97.png,0.054570191716926786,0,0,0.02468269318342209,0.18154463171958923,0.18137630820274353,0.18146046996116638
1,1202_0.79_1.51.png,-0.024393211863625197,0,0,0.008814999833703041,0.1815447062253952,0.18137630820274353,0.18146050721406937
1,1633_0.73_1.49.png,0.23037107149284708,0,0,0.012467189691960812,0.18154528737068176,0.1813763976097107,0.18146084249019623
1,991_0.86_0.63.png,0.2105659748511286,0,0,0.003946021664887667,0.181545227766037,0.1813763976097107,0.18146081268787384
1,2513_0.77_1.03.png,-0.20314448975949517,1,0,0.1471683531999588,0.18154531717300415,0.1813764125108719,0.18146086484193802
1,358_0.51_1.67.png,-0.23536384499171703,1,1,0.9994545578956604,0.18154533207416534,0.18137645721435547,0.1814608946442604
1,2518_0.67_1.1.png,-0.07248096377226432,0,0,0.1460903286933899,0.18154525756835938,0.1813763976097107,0.18146082758903503
1,1378_0.56_1.67.png,-0.21818487796169705,1,0,0.011449184268712997,0.1815451979637146,0.1813763976097107,0.18146079778671265
1,901_0.51_1.02.png,0.4190649227430754,0,0,0.031337641179561615,0.18154512345790863,0.1813763678073883,0.18146074563264847
1,302_0.67_0.9.png,0.3562204710840291,0,0,0.003585886675864458,0.1815451681613922,0.1813763976097107,0.18146078288555145
1,1472_0.95_0.58.png,-0.11023683148991381,0,0,0.09014442563056946,0.181545227766037,0.1813763976097107,0.18146081268787384
1,1815_0.55_0.96.png,-0.000601904931130548,0,0,0.04585614800453186,0.181545227766037,0.1813763976097107,0.18146081268787384
1,2672_0.53_1.63.png,0.2012388300682133,0,0,0.030791139230132103,0.1815449744462967,0.1813763678073883,0.1814606711268425
1,1114_0.76_1.34.png,0.10461636806297037,0,0,0.01387561485171318,0.18154498934745789,0.1813763529062271,0.1814606711268425
1,2441_0.74_1.28.png,0.20293179137867412,0,0,0.07451433688402176,0.18154509365558624,0.1813763678073883,0.18146073073148727
1,2678_0.66_1.48.png,0.3416135512646008,0,0,0.16239380836486816,0.1815454065799713,0.1813764125108719,0.1814609095454216
1,2259_0.79_0.9.png,-0.14912940460902746,0,1,0.9417150020599365,0.18154509365558624,0.1813763678073883,0.18146073073148727
1,2738_0.64_1.94.png,-0.22816683333069676,1,0,0.7280535101890564,0.18154513835906982,0.1813763976097107,0.18146076798439026
1,347_0.52_0.87.png,-0.2959713928789185,1,0,0.17161130905151367,0.181545227766037,0.1813763976097107,0.18146081268787384
1,2774_0.98_0.56.png,0.16266450346404326,0,0,0.08092791587114334,0.18154503405094147,0.1813763678073883,0.1814607009291649
1,2413_0.71_1.28.png,0.3005731270867429,0,0,0.04057123139500618,0.18154513835906982,0.1813763529062271,0.18146074563264847
1,2949_0.93_0.8.png,0.10321607575870928,0,0,0.16211141645908356,0.1815451979637146,0.1813763976097107,0.18146079778671265
1,1354_0.79_1.67.png,-0.028337708030818476,0,0,0.004018300212919712,0.18154460191726685,0.18137629330158234,0.1814604476094246
1,2983_0.92_1.19.png,0.03690991444582892,0,0,0.3346787691116333,0.18154503405094147,0.1813763678073883,0.1814607009291649
1,152_0.8_1.99.png,-0.11885314852798246,0,0,0.11278671771287918,0.18154431879520416,0.18137627840042114,0.18146029859781265
1,111_0.57_1.22.png,0.10426700653504639,0,0,0.010101418942213058,0.18154498934745789,0.1813763529062271,0.1814606711268425
1,615_0.76_1.49.png,0.17282757705907414,0,1,0.5348947644233704,0.18154475092887878,0.18137632310390472,0.18146053701639175
1,2553_0.87_1.09.png,0.20884489629656855,0,0,0.8488200902938843,0.18154504895210266,0.1813763529062271,0.1814607009291649
1,2358_0.78_1.5.png,0.22212994520905482,0,0,0.11150052398443222,0.1815449446439743,0.1813763529062271,0.1814606487751007
1,2563_0.85_0.62.png,-0.33847655645844554,1,1,0.9726709723472595,0.18154506385326385,0.1813763529062271,0.18146070837974548
1,2046_0.76_1.87.png,0.15962952531635466,0,0,0.5976699590682983,0.18154489994049072,0.18137630820274353,0.18146060407161713
1,1314_0.66_0.77.png,0.23111488817033887,0,0,0.07820970565080643,0.18154503405094147,0.1813763529062271,0.1814606934785843
1,143_0.84_1.61.png,0.08470403951176309,0,0,0.0008446029387414455,0.18154487013816833,0.1813763529062271,0.18146061152219772
1,1434_0.83_1.44.png,0.03845300221475867,0,0,0.6700431108474731,0.18154487013816833,0.18137630820274353,0.18146058917045593
1,2278_0.76_0.76.png,-0.12656518323960597,0,1,0.4340935945510864,0.18154528737068176,0.1813763976097107,0.18146084249019623
1,1506_0.92_1.66.png,0.21167397818099687,0,0,0.16234062612056732,0.18154491484165192,0.18137632310390472,0.18146061897277832
1,451_0.68_1.78.png,0.05298172050533623,0,0,0.7053769826889038,0.18154487013816833,0.1813763529062271,0.18146061152219772
1,2866_0.62_1.51.png,-0.17340421522559524,0,0,0.04247426614165306,0.18154512345790863,0.1813763678073883,0.18146074563264847
1,1025_0.95_1.79.png,-0.10210323736716731,0,0,0.10266688466072083,0.18154466152191162,0.18137630820274353,0.18146048486232758
1,865_0.85_1.63.png,-0.2788289251138707,1,0,0.005806238390505314,0.18154503405094147,0.1813763529062271,0.1814606934785843
1,2652_0.85_1.34.png,0.010822024368032146,0,0,0.3757905662059784,0.18154498934745789,0.18137632310390472,0.1814606562256813
1,2871_0.76_1.43.png,0.29129767636204207,0,0,0.010571486316621304,0.18154513835906982,0.1813763678073883,0.18146075308322906
1,979_0.96_0.5.png,0.12693677959395444,0,0,0.003191649913787842,0.1815451979637146,0.1813763976097107,0.18146079778671265
1,2475_0.92_1.34.png,-0.05875234344743063,0,0,0.30722275376319885,0.18154528737068176,0.1813763976097107,0.18146084249019623
1,1001_0.89_1.66.png,-0.07410788120532885,0,0,0.0008245111675933003,0.1815449446439743,0.1813763529062271,0.1814606487751007
1,673_0.55_0.68.png,-0.17998597532424299,0,0,0.030473653227090836,0.18154528737068176,0.1813763976097107,0.18146084249019623
1,309_0.52_0.96.png,-0.42152249593388547,1,0,0.3169367015361786,0.18154534697532654,0.1813764125108719,0.1814608797430992
1,1130_0.94_1.44.png,0.26606033570529775,0,0,0.0036018742248415947,0.18154501914978027,0.1813763529062271,0.1814606860280037
1,884_0.71_0.74.png,-0.5484525273333318,1,0,0.08584669977426529,0.18154513835906982,0.1813763976097107,0.18146076798439026
1,2183_0.71_1.28.png,0.5302791636820459,0,0,0.46669435501098633,0.18154528737068176,0.1813764125108719,0.18146084994077682
