haze_signature,eligible_count,confirmation_count,expected_confirmation_count,absolute_deviation,group_tolerance,pass
0.54_0.81,1,0,0.360000000000,0.360000000000,1,true
0.54_0.87,1,0,0.360000000000,0.360000000000,1,true
0.54_0.9,1,0,0.360000000000,0.360000000000,1,true
0.54_1.06,1,0,0.360000000000,0.360000000000,1,true
0.54_1.13,1,0,0.360000000000,0.360000000000,1,true
0.54_1.25,1,0,0.360000000000,0.360000000000,1,true
0.54_1.34,1,0,0.360000000000,0.360000000000,1,true
0.54_1.36,1,0,0.360000000000,0.360000000000,1,true
0.54_1.38,1,0,0.360000000000,0.360000000000,1,true
0.54_1.41,1,0,0.360000000000,0.360000000000,1,true
0.54_1.6,1,0,0.360000000000,0.360000000000,1,true
0.54_1.65,1,0,0.360000000000,0.360000000000,1,true
0.54_1.73,1,0,0.360000000000,0.360000000000,1,true
0.54_1.81,1,0,0.360000000000,0.360000000000,1,true
0.54_1.91,1,0,0.360000000000,0.360000000000,1,true
0.54_1.99,1,0,0.360000000000,0.360000000000,1,true
0.55_0.61,1,0,0.360000000000,0.360000000000,1,true
0.55_0.62,1,0,0.360000000000,0.360000000000,1,true
0.55_0.77,1,0,0.360000000000,0.360000000000,1,true
0.55_0.83,1,0,0.360000000000,0.360000000000,1,true
0.55_0.86,1,0,0.360000000000,0.360000000000,1,true
0.55_0.91,1,0,0.360000000000,0.360000000000,1,true
0.55_0.94,1,0,0.360000000000,0.360000000000,1,true
0.55_0.96,1,0,0.360000000000,0.360000000000,1,true
0.55_1.12,1,0,0.360000000000,0.360000000000,1,true
0.55_1.19,1,0,0.360000000000,0.360000000000,1,true
0.55_1.26,1,0,0.360000000000,0.360000000000,1,true
0.55_1.31,1,0,0.360000000000,0.360000000000,1,true
0.55_1.4,1,0,0.360000000000,0.360000000000,1,true
0.55_1.43,2,1,0.720000000000,0.280000000000,1,true
0.55_1.53,1,0,0.360000000000,0.360000000000,1,true
0.55_1.6,1,0,0.360000000000,0.360000000000,1,true
0.55_1.73,1,0,0.360000000000,0.360000000000,1,true
0.55_1.74,1,0,0.360000000000,0.360000000000,1,true
0.55_1.79,1,0,0.360000000000,0.360000000000,1,true
0.55_1.84,1,0,0.360000000000,0.360000000000,1,true
0.55_1.94,1,0,0.360000000000,0.360000000000,1,true
0.56_0.58,1,0,0.360000000000,0.360000000000,1,true
0.56_0.74,1,0,0.360000000000,0.360000000000,1,true
0.56_0.8,2,1,0.720000000000,0.280000000000,1,true
0.56_0.86,1,0,0.360000000000,0.360000000000,1,true
0.56_0.89,1,0,0.360000000000,0.360000000000,1,true
0.56_0.9,1,0,0.360000000000,0.360000000000,1,true
0.56_0.96,1,0,0.360000000000,0.360000000000,1,true
0.56_1.05,1,0,0.360000000000,0.360000000000,1,true
0.56_1.06,2,1,0.720000000000,0.280000000000,1,true
0.56_1.1,1,0,0.360000000000,0.360000000000,1,true
0.56_1.2,1,0,0.360000000000,0.360000000000,1,true
0.56_1.23,1,0,0.360000000000,0.360000000000,1,true
0.56_1.3,1,0,0.360000000000,0.360000000000,1,true
0.56_1.32,1,0,0.360000000000,0.360000000000,1,true
0.56_1.41,1,0,0.360000000000,0.360000000000,1,true
0.56_1.51,1,0,0.360000000000,0.360000000000,1,true
0.56_1.55,1,0,0.360000000000,0.360000000000,1,true
0.56_1.62,1,0,0.360000000000,0.360000000000,1,true
0.56_1.65,1,0,0.360000000000,0.360000000000,1,true
0.56_1.66,1,0,0.360000000000,0.360000000000,1,true
0.56_1.8,2,1,0.720000000000,0.280000000000,1,true
0.56_1.81,1,0,0.360000000000,0.360000000000,1,true
0.56_1.89,1,0,0.360000000000,0.360000000000,1,true
0.56_1.91,1,0,0.360000000000,0.360000000000,1,true
0.56_1.93,1,0,0.360000000000,0.360000000000,1,true
0.57_0.52,1,0,0.360000000000,0.360000000000,1,true
0.57_0.6,2,1,0.720000000000,0.280000000000,1,true
0.57_0.65,1,0,0.360000000000,0.360000000000,1,true
0.57_0.7,1,0,0.360000000000,0.360000000000,1,true
0.57_0.78,1,0,0.360000000000,0.360000000000,1,true
0.57_0.87,1,0,0.360000000000,0.360000000000,1,true
0.57_0.94,1,0,0.360000000000,0.360000000000,1,true
0.57_0.97,1,0,0.360000000000,0.360000000000,1,true
0.57_1.17,1,0,0.360000000000,0.360000000000,1,true
0.57_1.2,1,0,0.360000000000,0.360000000000,1,true
0.57_1.22,1,0,0.360000000000,0.360000000000,1,true
0.57_1.23,1,0,0.360000000000,0.360000000000,1,true
0.57_1.33,1,0,0.360000000000,0.360000000000,1,true
0.57_1.35,2,1,0.720000000000,0.280000000000,1,true
0.57_1.49,1,0,0.360000000000,0.360000000000,1,true
0.57_1.58,1,0,0.360000000000,0.360000000000,1,true
0.57_1.6,1,0,0.360000000000,0.360000000000,1,true
0.57_1.61,1,0,0.360000000000,0.360000000000,1,true
0.57_1.62,2,1,0.720000000000,0.280000000000,1,true
0.57_1.74,1,0,0.360000000000,0.360000000000,1,true
0.57_1.77,1,0,0.360000000000,0.360000000000,1,true
0.57_1.79,1,0,0.360000000000,0.360000000000,1,true
0.57_1.84,1,0,0.360000000000,0.360000000000,1,true
0.57_1.88,1,0,0.360000000000,0.360000000000,1,true
0.57_1.9,1,0,0.360000000000,0.360000000000,1,true
0.58_0.53,1,0,0.360000000000,0.360000000000,1,true
0.58_0.56,1,0,0.360000000000,0.360000000000,1,true
0.58_0.61,1,0,0.360000000000,0.360000000000,1,true
0.58_0.76,1,0,0.360000000000,0.360000000000,1,true
0.58_0.89,1,0,0.360000000000,0.360000000000,1,true
0.58_0.94,1,0,0.360000000000,0.360000000000,1,true
0.58_1.05,2,1,0.720000000000,0.280000000000,1,true
0.58_1.2,1,0,0.360000000000,0.360000000000,1,true
0.58_1.26,1,0,0.360000000000,0.360000000000,1,true
0.58_1.33,1,0,0.360000000000,0.360000000000,1,true
0.58_1.39,1,0,0.360000000000,0.360000000000,1,true
0.58_1.41,1,0,0.360000000000,0.360000000000,1,true
0.58_1.42,1,0,0.360000000000,0.360000000000,1,true
0.58_1.44,1,0,0.360000000000,0.360000000000,1,true
0.58_1.46,1,0,0.360000000000,0.360000000000,1,true
0.58_1.48,1,0,0.360000000000,0.360000000000,1,true
0.58_1.55,1,0,0.360000000000,0.360000000000,1,true
0.58_1.58,1,0,0.360000000000,0.360000000000,1,true
0.58_1.79,2,1,0.720000000000,0.280000000000,1,true
0.58_1.95,2,1,0.720000000000,0.280000000000,1,true
0.59_0.63,1,0,0.360000000000,0.360000000000,1,true
0.59_0.64,1,0,0.360000000000,0.360000000000,1,true
0.59_0.67,1,0,0.360000000000,0.360000000000,1,true
0.59_0.7,1,0,0.360000000000,0.360000000000,1,true
0.59_0.72,1,0,0.360000000000,0.360000000000,1,true
0.59_0.9,1,0,0.360000000000,0.360000000000,1,true
0.59_0.95,1,0,0.360000000000,0.360000000000,1,true
0.59_0.97,1,0,0.360000000000,0.360000000000,1,true
0.59_1.09,1,0,0.360000000000,0.360000000000,1,true
0.59_1.24,1,0,0.360000000000,0.360000000000,1,true
0.59_1.3,1,0,0.360000000000,0.360000000000,1,true
0.59_1.32,1,0,0.360000000000,0.360000000000,1,true
0.59_1.42,1,0,0.360000000000,0.360000000000,1,true
0.59_1.44,1,0,0.360000000000,0.360000000000,1,true
0.59_1.55,1,0,0.360000000000,0.360000000000,1,true
0.59_1.61,1,0,0.360000000000,0.360000000000,1,true
0.59_1.64,1,0,0.360000000000,0.360000000000,1,true
0.59_1.65,1,0,0.360000000000,0.360000000000,1,true
0.59_1.76,1,0,0.360000000000,0.360000000000,1,true
0.59_1.78,1,0,0.360000000000,0.360000000000,1,true
0.59_1.95,1,0,0.360000000000,0.360000000000,1,true
0.5_0.89,1,0,0.360000000000,0.360000000000,1,true
0.5_0.98,1,0,0.360000000000,0.360000000000,1,true
0.5_1.1,1,0,0.360000000000,0.360000000000,1,true
0.5_1.19,1,0,0.360000000000,0.360000000000,1,true
0.5_1.22,1,0,0.360000000000,0.360000000000,1,true
0.5_1.28,1,0,0.360000000000,0.360000000000,1,true
0.5_1.42,1,0,0.360000000000,0.360000000000,1,true
0.5_1.55,1,0,0.360000000000,0.360000000000,1,true
0.5_1.61,1,0,0.360000000000,0.360000000000,1,true
0.5_1.92,1,0,0.360000000000,0.360000000000,1,true
0.61_0.56,1,0,0.360000000000,0.360000000000,1,true
0.61_0.57,1,0,0.360000000000,0.360000000000,1,true
0.61_0.82,1,0,0.360000000000,0.360000000000,1,true
0.61_0.85,1,0,0.360000000000,0.360000000000,1,true
0.61_1.11,1,0,0.360000000000,0.360000000000,1,true
0.61_1.24,2,1,0.720000000000,0.280000000000,1,true
0.61_1.26,1,0,0.360000000000,0.360000000000,1,true
0.61_1.48,1,0,0.360000000000,0.360000000000,1,true
0.61_1.52,1,0,0.360000000000,0.360000000000,1,true
0.61_1.66,1,0,0.360000000000,0.360000000000,1,true
0.61_1.73,1,0,0.360000000000,0.360000000000,1,true
0.61_1.83,1,0,0.360000000000,0.360000000000,1,true
0.61_1.85,1,0,0.360000000000,0.360000000000,1,true
0.61_1.92,1,0,0.360000000000,0.360000000000,1,true
0.62_0.52,1,0,0.360000000000,0.360000000000,1,true
0.62_0.57,1,0,0.360000000000,0.360000000000,1,true
0.62_0.6,1,0,0.360000000000,0.360000000000,1,true
0.62_0.68,1,0,0.360000000000,0.360000000000,1,true
0.62_0.7,1,0,0.360000000000,0.360000000000,1,true
0.62_0.71,1,0,0.360000000000,0.360000000000,1,true
0.62_0.8,1,0,0.360000000000,0.360000000000,1,true
0.62_0.84,1,0,0.360000000000,0.360000000000,1,true
0.62_0.87,1,0,0.360000000000,0.360000000000,1,true
0.62_0.9,1,0,0.360000000000,0.360000000000,1,true
0.62_0.98,1,0,0.360000000000,0.360000000000,1,true
0.62_1.02,2,1,0.720000000000,0.280000000000,1,true
0.62_1.35,1,0,0.360000000000,0.360000000000,1,true
0.62_1.42,1,0,0.360000000000,0.360000000000,1,true
0.62_1.45,1,0,0.360000000000,0.360000000000,1,true
0.62_1.67,1,0,0.360000000000,0.360000000000,1,true
0.62_1.76,1,0,0.360000000000,0.360000000000,1,true
0.62_1.77,1,0,0.360000000000,0.360000000000,1,true
0.62_1.79,2,1,0.720000000000,0.280000000000,1,true
0.62_1.87,1,0,0.360000000000,0.360000000000,1,true
0.62_1.9,1,0,0.360000000000,0.360000000000,1,true
0.62_1.93,3,1,1.080000000000,0.080000000000,1,true
0.62_1.98,1,0,0.360000000000,0.360000000000,1,true
0.62_1.99,1,0,0.360000000000,0.360000000000,1,true
0.62_2.0,1,0,0.360000000000,0.360000000000,1,true
0.63_0.55,1,0,0.360000000000,0.360000000000,1,true
0.63_0.7,1,0,0.360000000000,0.360000000000,1,true
0.63_0.74,1,0,0.360000000000,0.360000000000,1,true
0.63_0.79,1,0,0.360000000000,0.360000000000,1,true
0.63_0.82,2,1,0.720000000000,0.280000000000,1,true
0.63_0.92,1,0,0.360000000000,0.360000000000,1,true
0.63_0.93,1,0,0.360000000000,0.360000000000,1,true
0.63_0.94,1,0,0.360000000000,0.360000000000,1,true
0.63_0.99,1,0,0.360000000000,0.360000000000,1,true
0.63_1.0,1,0,0.360000000000,0.360000000000,1,true
0.63_1.2,2,1,0.720000000000,0.280000000000,1,true
0.63_1.24,1,0,0.360000000000,0.360000000000,1,true
0.63_1.3,1,0,0.360000000000,0.360000000000,1,true
0.63_1.41,1,0,0.360000000000,0.360000000000,1,true
0.63_1.48,1,0,0.360000000000,0.360000000000,1,true
0.63_1.62,1,0,0.360000000000,0.360000000000,1,true
0.63_1.7,1,0,0.360000000000,0.360000000000,1,true
0.63_1.77,2,1,0.720000000000,0.280000000000,1,true
0.63_1.79,1,0,0.360000000000,0.360000000000,1,true
0.63_1.83,1,0,0.360000000000,0.360000000000,1,true
0.63_1.99,1,0,0.360000000000,0.360000000000,1,true
0.64_0.53,1,0,0.360000000000,0.360000000000,1,true
0.64_0.63,1,0,0.360000000000,0.360000000000,1,true
0.64_0.67,1,0,0.360000000000,0.360000000000,1,true
0.64_0.79,1,0,0.360000000000,0.360000000000,1,true
0.64_1.08,1,0,0.360000000000,0.360000000000,1,true
0.64_1.15,1,0,0.360000000000,0.360000000000,1,true
0.64_1.31,1,0,0.360000000000,0.360000000000,1,true
0.64_1.51,1,0,0.360000000000,0.360000000000,1,true
0.64_1.59,1,0,0.360000000000,0.360000000000,1,true
0.64_1.61,1,0,0.360000000000,0.360000000000,1,true
0.64_1.62,1,0,0.360000000000,0.360000000000,1,true
0.64_1.68,1,0,0.360000000000,0.360000000000,1,true
0.64_1.72,1,0,0.360000000000,0.360000000000,1,true
0.64_1.73,1,0,0.360000000000,0.360000000000,1,true
0.64_1.77,1,0,0.360000000000,0.360000000000,1,true
0.64_1.8,1,0,0.360000000000,0.360000000000,1,true
0.64_1.91,1,0,0.360000000000,0.360000000000,1,true
0.65_0.54,1,0,0.360000000000,0.360000000000,1,true
0.65_0.57,1,0,0.360000000000,0.360000000000,1,true
0.65_0.69,1,0,0.360000000000,0.360000000000,1,true
0.65_0.73,1,0,0.360000000000,0.360000000000,1,true
0.65_0.81,1,0,0.360000000000,0.360000000000,1,true
0.65_0.82,1,0,0.360000000000,0.360000000000,1,true
0.65_0.93,1,0,0.360000000000,0.360000000000,1,true
0.65_1.01,1,0,0.360000000000,0.360000000000,1,true
0.65_1.08,1,0,0.360000000000,0.360000000000,1,true
0.65_1.09,1,0,0.360000000000,0.360000000000,1,true
0.65_1.14,1,0,0.360000000000,0.360000000000,1,true
0.65_1.21,1,0,0.360000000000,0.360000000000,1,true
0.65_1.3,1,0,0.360000000000,0.360000000000,1,true
0.65_1.31,1,0,0.360000000000,0.360000000000,1,true
0.65_1.38,1,0,0.360000000000,0.360000000000,1,true
0.65_1.43,1,0,0.360000000000,0.360000000000,1,true
0.65_1.47,2,1,0.720000000000,0.280000000000,1,true
0.65_1.56,1,0,0.360000000000,0.360000000000,1,true
0.65_1.61,1,0,0.360000000000,0.360000000000,1,true
0.65_1.74,1,0,0.360000000000,0.360000000000,1,true
0.65_1.78,1,0,0.360000000000,0.360000000000,1,true
0.66_0.5,1,0,0.360000000000,0.360000000000,1,true
0.66_0.52,1,0,0.360000000000,0.360000000000,1,true
0.66_0.63,1,0,0.360000000000,0.360000000000,1,true
0.66_0.74,1,0,0.360000000000,0.360000000000,1,true
0.66_0.77,1,0,0.360000000000,0.360000000000,1,true
0.66_0.92,1,0,0.360000000000,0.360000000000,1,true
0.66_1.25,2,1,0.720000000000,0.280000000000,1,true
0.66_1.29,1,0,0.360000000000,0.360000000000,1,true
0.66_1.45,1,0,0.360000000000,0.360000000000,1,true
0.66_1.46,1,0,0.360000000000,0.360000000000,1,true
0.66_1.48,1,0,0.360000000000,0.360000000000,1,true
0.66_1.55,1,0,0.360000000000,0.360000000000,1,true
0.66_1.61,1,0,0.360000000000,0.360000000000,1,true
0.66_1.66,1,0,0.360000000000,0.360000000000,1,true
0.66_1.68,1,0,0.360000000000,0.360000000000,1,true
0.66_1.88,1,0,0.360000000000,0.360000000000,1,true
0.66_1.89,1,0,0.360000000000,0.360000000000,1,true
0.66_1.97,1,0,0.360000000000,0.360000000000,1,true
0.66_1.99,1,0,0.360000000000,0.360000000000,1,true
0.67_0.5,1,0,0.360000000000,0.360000000000,1,true
0.67_0.55,1,0,0.360000000000,0.360000000000,1,true
0.67_0.61,1,0,0.360000000000,0.360000000000,1,true
0.67_0.76,1,0,0.360000000000,0.360000000000,1,true
0.67_0.84,1,0,0.360000000000,0.360000000000,1,true
0.67_0.98,1,0,0.360000000000,0.360000000000,1,true
0.67_1.0,1,0,0.360000000000,0.360000000000,1,true
0.67_1.02,2,1,0.720000000000,0.280000000000,1,true
0.67_1.03,1,0,0.360000000000,0.360000000000,1,true
0.67_1.41,1,0,0.360000000000,0.360000000000,1,true
0.67_1.46,1,0,0.360000000000,0.360000000000,1,true
0.67_1.5,1,0,0.360000000000,0.360000000000,1,true
0.67_1.53,1,0,0.360000000000,0.360000000000,1,true
0.67_1.76,1,0,0.360000000000,0.360000000000,1,true
0.67_1.79,1,0,0.360000000000,0.360000000000,1,true
0.67_1.85,1,0,0.360000000000,0.360000000000,1,true
0.67_1.92,1,0,0.360000000000,0.360000000000,1,true
0.67_1.94,1,0,0.360000000000,0.360000000000,1,true
0.67_1.97,1,0,0.360000000000,0.360000000000,1,true
0.68_0.53,1,0,0.360000000000,0.360000000000,1,true
0.68_0.81,2,1,0.720000000000,0.280000000000,1,true
0.68_0.85,1,0,0.360000000000,0.360000000000,1,true
0.68_0.87,1,0,0.360000000000,0.360000000000,1,true
0.68_0.89,1,0,0.360000000000,0.360000000000,1,true
0.68_0.92,1,0,0.360000000000,0.360000000000,1,true
0.68_1.03,1,0,0.360000000000,0.360000000000,1,true
0.68_1.05,1,0,0.360000000000,0.360000000000,1,true
0.68_1.08,1,0,0.360000000000,0.360000000000,1,true
0.68_1.11,1,0,0.360000000000,0.360000000000,1,true
0.68_1.19,1,0,0.360000000000,0.360000000000,1,true
0.68_1.22,1,0,0.360000000000,0.360000000000,1,true
0.68_1.23,1,0,0.360000000000,0.360000000000,1,true
0.68_1.27,2,1,0.720000000000,0.280000000000,1,true
0.68_1.42,1,0,0.360000000000,0.360000000000,1,true
0.68_1.56,1,0,0.360000000000,0.360000000000,1,true
0.68_1.57,1,0,0.360000000000,0.360000000000,1,true
0.68_1.59,1,0,0.360000000000,0.360000000000,1,true
0.68_1.63,1,0,0.360000000000,0.360000000000,1,true
0.68_1.7,1,0,0.360000000000,0.360000000000,1,true
0.68_1.71,1,0,0.360000000000,0.360000000000,1,true
0.68_1.78,2,1,0.720000000000,0.280000000000,1,true
0.68_1.84,1,0,0.360000000000,0.360000000000,1,true
0.68_1.87,1,0,0.360000000000,0.360000000000,1,true
0.69_0.54,1,0,0.360000000000,0.360000000000,1,true
0.69_0.57,1,0,0.360000000000,0.360000000000,1,true
0.69_0.58,1,0,0.360000000000,0.360000000000,1,true
0.69_0.59,1,0,0.360000000000,0.360000000000,1,true
0.69_0.62,1,0,0.360000000000,0.360000000000,1,true
0.69_0.63,1,0,0.360000000000,0.360000000000,1,true
0.69_0.65,1,0,0.360000000000,0.360000000000,1,true
0.69_0.73,2,1,0.720000000000,0.280000000000,1,true
0.69_0.9,1,0,0.360000000000,0.360000000000,1,true
0.69_0.99,1,0,0.360000000000,0.360000000000,1,true
0.69_1.33,1,0,0.360000000000,0.360000000000,1,true
0.69_1.34,1,0,0.360000000000,0.360000000000,1,true
0.69_1.35,2,1,0.720000000000,0.280000000000,1,true
0.69_1.36,1,0,0.360000000000,0.360000000000,1,true
0.69_1.38,1,0,0.360000000000,0.360000000000,1,true
0.69_1.42,1,0,0.360000000000,0.360000000000,1,true
0.69_1.44,2,1,0.720000000000,0.280000000000,1,true
0.69_1.5,1,0,0.360000000000,0.360000000000,1,true
0.69_1.52,1,0,0.360000000000,0.360000000000,1,true
0.69_1.53,1,0,0.360000000000,0.360000000000,1,true
0.69_1.62,1,0,0.360000000000,0.360000000000,1,true
0.69_1.66,1,0,0.360000000000,0.360000000000,1,true
0.69_1.69,1,0,0.360000000000,0.360000000000,1,true
0.69_1.72,1,0,0.360000000000,0.360000000000,1,true
0.69_1.75,1,0,0.360000000000,0.360000000000,1,true
0.69_1.86,1,0,0.360000000000,0.360000000000,1,true
0.69_1.87,1,0,0.360000000000,0.360000000000,1,true
0.69_1.94,1,0,0.360000000000,0.360000000000,1,true
0.69_1.99,2,1,0.720000000000,0.280000000000,1,true
0.6_0.54,1,0,0.360000000000,0.360000000000,1,true
0.6_0.6,2,1,0.720000000000,0.280000000000,1,true
0.6_0.61,1,0,0.360000000000,0.360000000000,1,true
0.6_0.62,1,0,0.360000000000,0.360000000000,1,true
0.6_0.64,1,0,0.360000000000,0.360000000000,1,true
0.6_0.82,1,0,0.360000000000,0.360000000000,1,true
0.6_0.99,1,0,0.360000000000,0.360000000000,1,true
0.6_1.0,1,0,0.360000000000,0.360000000000,1,true
0.6_1.02,1,0,0.360000000000,0.360000000000,1,true
0.6_1.1,3,1,1.080000000000,0.080000000000,1,true
0.6_1.12,1,0,0.360000000000,0.360000000000,1,true
0.6_1.14,1,0,0.360000000000,0.360000000000,1,true
0.6_1.22,1,0,0.360000000000,0.360000000000,1,true
0.6_1.29,1,0,0.360000000000,0.360000000000,1,true
0.6_1.37,1,0,0.360000000000,0.360000000000,1,true
0.6_1.41,1,0,0.360000000000,0.360000000000,1,true
0.6_1.68,1,0,0.360000000000,0.360000000000,1,true
0.6_1.79,1,0,0.360000000000,0.360000000000,1,true
0.6_1.84,1,0,0.360000000000,0.360000000000,1,true
0.6_1.91,1,0,0.360000000000,0.360000000000,1,true
0.71_0.55,1,0,0.360000000000,0.360000000000,1,true
0.71_0.58,1,0,0.360000000000,0.360000000000,1,true
0.71_0.7,1,0,0.360000000000,0.360000000000,1,true
0.71_0.74,2,1,0.720000000000,0.280000000000,1,true
0.71_0.76,1,0,0.360000000000,0.360000000000,1,true
0.71_0.79,2,1,0.720000000000,0.280000000000,1,true
0.71_0.88,1,0,0.360000000000,0.360000000000,1,true
0.71_0.9,1,0,0.360000000000,0.360000000000,1,true
0.71_1.18,1,0,0.360000000000,0.360000000000,1,true
0.71_1.28,2,1,0.720000000000,0.280000000000,1,true
0.71_1.33,1,0,0.360000000000,0.360000000000,1,true
0.71_1.57,1,0,0.360000000000,0.360000000000,1,true
0.71_1.76,1,0,0.360000000000,0.360000000000,1,true
0.71_1.8,1,0,0.360000000000,0.360000000000,1,true
0.71_1.87,1,0,0.360000000000,0.360000000000,1,true
0.72_0.52,1,0,0.360000000000,0.360000000000,1,true
0.72_0.59,1,0,0.360000000000,0.360000000000,1,true
0.72_0.67,1,0,0.360000000000,0.360000000000,1,true
0.72_0.68,1,0,0.360000000000,0.360000000000,1,true
0.72_0.71,1,0,0.360000000000,0.360000000000,1,true
0.72_0.84,1,0,0.360000000000,0.360000000000,1,true
0.72_0.9,1,0,0.360000000000,0.360000000000,1,true
0.72_0.91,1,0,0.360000000000,0.360000000000,1,true
0.72_1.0,1,0,0.360000000000,0.360000000000,1,true
0.72_1.03,1,0,0.360000000000,0.360000000000,1,true
0.72_1.09,1,0,0.360000000000,0.360000000000,1,true
0.72_1.23,1,0,0.360000000000,0.360000000000,1,true
0.72_1.33,1,0,0.360000000000,0.360000000000,1,true
0.72_1.56,1,0,0.360000000000,0.360000000000,1,true
0.72_1.61,2,1,0.720000000000,0.280000000000,1,true
0.72_1.62,1,0,0.360000000000,0.360000000000,1,true
0.72_1.7,1,0,0.360000000000,0.360000000000,1,true
0.72_1.76,1,0,0.360000000000,0.360000000000,1,true
0.72_1.78,1,0,0.360000000000,0.360000000000,1,true
0.72_1.9,1,0,0.360000000000,0.360000000000,1,true
0.72_1.91,1,0,0.360000000000,0.360000000000,1,true
0.73_0.5,1,0,0.360000000000,0.360000000000,1,true
0.73_0.63,1,0,0.360000000000,0.360000000000,1,true
0.73_0.67,1,0,0.360000000000,0.360000000000,1,true
0.73_0.73,1,0,0.360000000000,0.360000000000,1,true
0.73_0.76,1,0,0.360000000000,0.360000000000,1,true
0.73_0.78,1,0,0.360000000000,0.360000000000,1,true
0.73_0.79,1,0,0.360000000000,0.360000000000,1,true
0.73_0.83,1,0,0.360000000000,0.360000000000,1,true
0.73_0.84,1,0,0.360000000000,0.360000000000,1,true
0.73_1.01,1,0,0.360000000000,0.360000000000,1,true
0.73_1.04,1,0,0.360000000000,0.360000000000,1,true
0.73_1.15,1,0,0.360000000000,0.360000000000,1,true
0.73_1.16,1,0,0.360000000000,0.360000000000,1,true
0.73_1.2,1,0,0.360000000000,0.360000000000,1,true
0.73_1.23,1,0,0.360000000000,0.360000000000,1,true
0.73_1.29,1,0,0.360000000000,0.360000000000,1,true
0.73_1.35,1,0,0.360000000000,0.360000000000,1,true
0.73_1.48,1,0,0.360000000000,0.360000000000,1,true
0.73_1.52,1,0,0.360000000000,0.360000000000,1,true
0.73_1.53,1,0,0.360000000000,0.360000000000,1,true
0.73_1.54,1,0,0.360000000000,0.360000000000,1,true
0.73_1.62,2,1,0.720000000000,0.280000000000,1,true
0.73_1.63,1,0,0.360000000000,0.360000000000,1,true
0.73_1.72,1,0,0.360000000000,0.360000000000,1,true
