seed,image_id,assigned_target_image_id,assigned_target_hash,assigned_density_hash
3407,110_0.55_1.08.png,1481_0.7_0.89.png,ce103d648a7af01fdc227c4aa9c4c8c5cea5d3c1b749005a68018862f112ee0c,78598e14412defb066fc7e8cc47b871d57ba054637dc399c310e495f23a59f89
3407,1113_0.9_0.52.png,212_0.71_1.94.png,6871dbbbfeb79e168e8286d982854f53c2276020060cab17f0820fac68645c3c,6267b07a861aa1e7d02a87104ae4004db8030be5f483c0507a8d6412244ffabe
3407,1122_0.94_0.53.png,1988_0.94_1.22.png,3eb28333cbe1642e39be1b149aff03e8d626ef06d7693af40290647980b8841b,d4d2b91ec19d77421661c6efd2822fe61e67e6a62ac1310a9ed064429a469910
3407,1124_0.74_1.17.png,2007_0.61_1.26.png,cc7a8ec7eaa2fa53405420d2bf09f96c1a206dd965881c36ff48312f1c41b055,6797ef065a016b39f4faf16003e81fceec69df7d5a73450d09bb37aa27f23080
3407,1134_0.69_1.2.png,581_0.54_1.36.png,895d480e41f8cf071e6e8a203f138be48b1767783cee675536acb17fe08c50ac,fdd2b3cd910acbf61a39d21957ad6b1d6ffc4ff7856658e81da84e592dd1266e
3407,1140_0.67_1.42.png,2111_0.68_1.03.png,3d5576f6b8b38abd120855f4cd087f247d8520b4dcfa8b54be97cff9d72fbdd8,82a63051574e6640b1373057b73321477f79234174e41d60445851d2a414b165
3407,1143_0.73_1.33.png,953_0.95_0.84.png,058dfdd0a6ce9c81d3879d457f6a120a18d1e6dbde3a280a8bf0cb141beac127,2e059c7da85c07c7486491e0ff789cbbaf3bb7d319105e101b73c43a1a2bf2ca
3407,1145_0.9_1.2.png,2437_0.64_0.7.png,7d40c42535b861a89c8cc549e6be69653777efea8e7266a157b2250375992e57,164368a3864e07fcc5e82eceb2eae9ff7ea23e4cc7f61f62dec5af8157d63598
3407,1146_0.89_0.87.png,1822_0.51_1.51.png,6a3f387eb1a620182e5bd9976f422d41bcab08e878494818855f32aee8a67c45,f8f9a2f1393d40179b88a9e9f2c397002b7b2ffaeec87c1163440f6c9a7ae6d0
3407,114_0.75_1.45.png,1029_0.71_0.56.png,9b10278de0b7214206bc12e8a6aa5a6c7e4396126db18df54fe5d93ca1166d1c,05d644157d55c8fd50641269c94196ddc580432c4dd6a38007732c25a240c59b
3407,1150_0.8_1.27.png,1443_0.76_1.22.png,3196ed7ced62d740d522471d5eba1b806bcf320d29eef9dce4b80891e16f479b,d50b27321cc0b3e353d7053da3e2f1b3445e2acb683fc52f25831a75ac8560a9
3407,1155_0.63_1.27.png,1456_0.66_1.83.png,6bd687679616ce28141a3ba2bca60949bc3b114073063003828b23e4a37ad945,fd3b5b36b6a0689ed56ae44496f5530027d626dd9acc9000ba85b66e3de0cba6
3407,1162_0.65_1.7.png,2027_0.69_0.59.png,40c872ddd6465c24588d51677948c83bf9a45060bb808b7c1b4c7cf87e38bd4d,be028e9b54d4fd32b8efc53fdb95ced87efcb955d32ed10edc181fd66bdf1486
3407,1164_0.79_1.96.png,872_0.51_0.78.png,68eb59b4c522e4fbbc2b3c4363716bfff56c3ccef8f2b7deea84a8f03d209751,7b393e85235fd7ccd7812d97881b95e961c377608ce9ada6d43afc31948d1b35
3407,1168_0.56_0.69.png,575_0.71_1.7.png,512cf58c3bb36babe363daa2de6cb7e96fd900d2421be79f860083ffb065b983,a536aa4aaf2d52b80c7ecc950a3512be28eff89dc0a1e551dfb46d0ae8f64ed5
3407,116_0.64_1.08.png,2517_0.94_1.24.png,8f6d71bd562509b3cc93835a5ed09e2ea200b8052c4aa3789dddd67be16bd415,9e1fe4dedf185f97e4299357bd12103cbff761d8e01a7f55db577a0dfd2ffd5f
3407,1170_0.71_1.78.png,683_0.9_1.98.png,e0feeef1d2e4e5f83a3125d00674e53169104c1caf644f8589ebbb2209ba7828,ea328b42e96fd1c903c6b429701b59cf68473472883862db8c0906ab4699cb7d
3407,1179_0.56_1.96.png,1636_0.96_1.23.png,3aeee546173f86a6b316db683011945225662789d111bd712f52eeb04145a0ac,e022f6d07efac7c6ecaaac40e072386f29168b2fbff366f543b12615dc5fff4a
3407,1187_0.82_1.57.png,1892_0.85_0.58.png,9a5a1066680a7781f984008cc0557f6f566b7648a0c5e5c2c1f2d2b12cf0e2a7,043ede5486c9202823d7180328bc698b6c7cf01a01bcab4b8b32d5af23db3da5
3407,119_0.6_1.7.png,1464_0.64_1.56.png,4483534509ce0755a88516342ed0e82553eec20c55b9c65dc6823da9dc381546,ad7719bc0653e6aca6f1427eda0d06bc21e557871c34992ceb5741de99bb8f00
3407,1200_0.97_0.52.png,715_0.73_0.85.png,181b6c6c65dc22b1228b4025713c1ed6e4eb3b9cd4668625558ccf14ba693699,e53c0b57d13ee2b4493b3b87fafca00245891c32cac320d65ecda50358687b59
3407,1205_0.78_1.01.png,2450_0.51_0.64.png,e9a5e6b1546cd9793f4d5728828debf7949d14c74f535062751df5ac802fdf23,ee221bb3e638d89efdb899eadcce724ea45c50a0fc2d14f25df5dcc4a7512f34
3407,1208_0.63_0.83.png,377_0.97_1.14.png,d9f882b8dc6f7de711efbe6c200c862f979d4af795ad7bfcd2f79e4049cf2751,cf44b0b72d8789776f72e118a2af86bdd7899b235d0bf5ad0464b76469cda6ab
3407,1211_0.88_1.93.png,2712_0.65_1.83.png,9bf8dd85052f9c9d62f0e61b25dfe6926c5c1d16c1ebdb28ca9018a3fb89e4b5,7ef3476e7f4331ceab397f77b459261bfeb6400157f94a5864ca18914f28f4ba
3407,1231_0.98_1.26.png,2744_0.6_1.82.png,f6354456932dbd0ae311556c2b35c406e6ea813d23c73e69a53601c4f9d81861,2353b3dc00a54d32557aacfbe7bb7541d8c8c9bc7039cfc4cd80b96722af9a89
3407,123_0.94_1.22.png,2953_0.65_1.26.png,ffa8a28d5c3dd691fdfb15d8e0d1b0a3c48ec9e9b7989af163ca2fc938226cb0,873f4d320d29bb804ab94cc63a35a2e2e9b4740d2967e4ab8026f41379ea33ac
3407,1240_0.64_0.5.png,2432_0.94_1.56.png,ad489ebe0b23aa77e51eb921d3ccb443e0ea07a38a797b99797412b129f9fb4a,6f8424c28c2c7e71b40f7e6f7403bb0a443c2f3019a59386e81429aeed72d037
3407,1246_0.62_2.0.png,355_0.85_0.53.png,cbc9d7c28bf46b80e3ce8199d561347477cf9f734a3e8caae0bbdec700779157,f4c824743a82845af96ab4db65d9ad4fa096adfb80a4ee11c1224daeda9b248e
3407,1250_0.57_0.61.png,1096_0.72_0.86.png,5b0ebadc6040cb44039706bfbe49e40fd74b9a4ebd92197bd643773695cea5f2,e49631f8cc4e6683b426d155e846aae53acea96c3fefa69d204946193fc2e724
3407,1254_0.97_1.31.png,2754_0.83_1.45.png,84ee89f5ca6c9307aa66d26b47d486f0da1b6f79c11d36ebc19523546836145b,85860b63f55cd8955ac6ba05d1725410d2f61834f15e68ccd32b22e09c76ffb0
3407,1263_0.9_1.41.png,2050_0.8_1.8.png,8a9a9107b0f904779b7abdfdb7d889e67a653484b2fcc4b9438bd798e1278461,b38001b82f06a5a12d714bde1d0c1503073f6d05f30cedca64c714004a4a7721
3407,1266_0.96_1.34.png,116_0.64_1.08.png,4f53918ccf1d9789b57493d559a17aa4fe2cf21911429a305d58807c67c20932,8384c4f21cd054edeb2574343a2d44abb88fc9b45a4e8ae0f0fa476fce3867dd
3407,126_0.75_1.47.png,162_0.75_0.98.png,e3569339a14705af982fc8788e1486bd84da68d2eaf7e6113a5dba3f7294bd33,5083086fc429d987bea664ec26657ab97e8c1b13b5ebdd63039c9e28038184e6
3407,1271_0.65_1.66.png,439_0.95_1.86.png,edc2d8b71c8ee84a1f52359c3d172ed5e09857fa7d65d08e6155fb8fa9be71c7,beeebb7924cce20d685a88fc708f5a30b42f9f05e51edcfcb2f5c22e3e37d05c
3407,1281_0.89_0.85.png,1718_0.92_1.01.png,e632501563dc9a1b6f281cd6f055f4f395157fc9b8615775b848535159fca9d4,b4cc9055c7dc89eb92f03f0c1c21a00b7a6b1f5747a0d1f1841f038c73865977
3407,1282_0.62_0.6.png,1875_0.95_0.91.png,5537d1397a57033b2966dbee3db28c41f7e5aa82bac01b6f7bd7c3857b7cb7ff,4a009e97a56a133fee802a52bfa20c7f86119452eaca83c2e5536a7a883f4f9f
3407,1292_0.66_1.45.png,483_0.88_1.16.png,1296798d0e275e0ac978ba0d346e47284abe3608f6ba4be1bec90d0169d663d2,1d9084bae9c1d48a19348efd6192ce489036fd15ad2bceff1d196fd523ca2f82
3407,1297_0.99_0.69.png,1098_0.8_0.51.png,82855ccdc6d283594ff8750681642738f198e1fff28d37b95b04a39ed311e43e,8b5f8f614ca5eec0a12c96f0fdeb91a061bfe60c1209ada58c6d2b7946509db2
3407,129_0.95_1.3.png,1281_0.89_0.85.png,d886963f36644fecdfd604c2913edcbf184086e8ad8a376ed1b80692b70d4318,2a749fed6c47a4be5f0c4fc0d246c0fecd64ad3df652b3ecff0ab88e507b56b7
3407,1305_1.0_1.54.png,114_0.75_1.45.png,85911fbd087a33d2e29f82100daaaeb6b3d45ba0b000089ad21c55ccc434dbcc,24c915235d95edd3bfd9808615b53aadd7528586399d3af0271dbf4243591681
3407,1306_0.6_0.6.png,2063_0.76_1.8.png,d1ca427d03449248f7611f496f43a33c4dc8a2c7b695774e2368ed0fc9262b01,e8212d5b713ae90bd9ba234c29d53c08ed1729f2cd7d0c4ec1bf4a6567bdec81
3407,1308_0.84_1.04.png,1898_0.84_0.98.png,3256afdf1c6a2737add548cf6de31b52e3b85edad963d20ef8ba04fe711f17b3,49f5ae7e6babbec5aeab8c94e257a48c5653911c9188a1a42da430b3a9fe1de1
3407,1322_0.64_1.06.png,2966_0.98_0.67.png,0ade48bc325612bbae62b67e63f81c72a5dcdf6759467aca2b0410dccc2e86f8,14a349a29defd833851e4a6c0314353398cba468f764c54ad775b6cff43903f8
3407,1323_0.89_0.88.png,2844_0.58_0.74.png,31d1ba23df2a1b30ea794028c49829a98027744bd637a793adf1de433a339159,e551c028359cfab9186cdb34cd393bfcc41da00b129750ccc701ae16c8d92589
3407,1324_0.55_1.43.png,2072_0.87_1.18.png,19abb3bd6fe384f3141a1bdc175f5c71aa7fc42b9c0832b39ea72558678d78a9,88756d2212e523cf63eafd5158062f13a790d539d0ccb384b747e4d81f869c51
3407,1326_0.77_0.97.png,676_0.53_1.48.png,c297bd77325696d896109906d55df3ead1a052e055991f7d145b760dce12be46,71c59169a58a8ea546dfe59a0018983811c2ab52594bc5b0aed0a77837377736
3407,1341_0.94_0.51.png,624_0.88_1.47.png,df33e8018360b2fc28b7f9ad500f940d258b11bdb73282ff2b25f4899058d258,69bb048671dc44eb70320bde802ee8306c06895c7800c38afbbd974574e1b459
3407,1347_0.75_1.79.png,692_0.69_1.32.png,3480ba130af70df3da1c7ebf5861bb8272d562c56888d8a6c13520863d1f2766,f77fe0f13c7d497317e71119d9dd7f2f0c9b078636b83405ca33433f3ca71260
3407,136_0.6_1.01.png,400_0.99_1.08.png,a12662848b077d69ffff4aeae74b1aa654cfc18e620533c88e575840a65e0b38,578325cd9e8351d81e6a9e3384b7a09480072854a0cc22c1f1ca7ee8a365fa64
3407,1376_0.65_1.6.png,596_0.55_0.89.png,960e056f963d2fbce54852a9651bebd2283bae08158fe798636523679ea34ce9,da8e991a4364e907eaa10368092dee88bb30dc38d704b0d6a27cab2ab0a29a06
3407,1377_0.5_0.79.png,2121_0.73_0.63.png,40324310c361ac28a192c2b0a7ad5525a690beb6f64e38af0a06db59ee562d24,872d891b71e81a539e4fd0104f93b56d71e9ad2e33edeea9954c45d5d97c7b8b
3407,1380_0.67_1.78.png,965_0.67_1.91.png,396e7f046b7f7b2daa304e7e121437f7d655df41e209864c1211cc41d34e3c92,f5f743cc2d9c26e9b2ee66b7d622229789fc301ffc4c86cdbcd4a979f31dc713
3407,1386_0.99_1.78.png,325_0.68_1.71.png,11cf5fa94e65d99b8331fc4a74231f13066a86a8d0223d2c8456d12174d1a5bd,ff70a0d06f592bc9bd06cf50ba790c3f920b825e19676987d26302d39202153b
3407,1397_0.94_0.79.png,849_0.55_0.6.png,382b1bdf61028977017442da3d30162dbd23d3ca013780d3cf431721127d2d68,cf69019be1ded60186d9c37a559353eee0dedbc3f347f0fbd3af1523aacdb05c
3407,139_0.87_1.52.png,2483_0.82_1.17.png,5ab0bb52fee7aa2796b8c27ef0a9b8735644585436f33f1cbcc7b7c8cbba36d5,fb35e48da6bfa8eae022e512bb06d4e34da2bdae448b1f939e55a8106109df3a
3407,1403_0.73_1.26.png,706_0.58_1.34.png,8c923d86d64b014ab12c2522c0c5798b6ca02f7ac4f9e42cfe7eba8c851a2f4f,96af916057c9eb5ed634d13a1e7d63d25b606e66d22a7cb32dee7d04365088a0
3407,1407_0.6_1.92.png,252_0.98_1.73.png,b917676161dc97a0e8ee9bf8d423fe6fc66d83b499a62bbfddab8e17638cd168,7221c2d502b4dd116886a53243f4c53f79f926a62dc3ac740b7b6c299c68f05e
3407,1410_0.76_1.08.png,1862_0.82_1.52.png,dc44f5497e783d1bb4488be5f9402ec0bf6b1d3096b11c57ff7deefa29568e43,ed51f5030ecaa86b44d736f6f68e7f318e145217c5dc6bcdda08adcf0060d7ab
3407,141_0.71_1.48.png,1761_0.99_0.94.png,190f8517b4ee9c1f5954b6ab6c0ad60991500692d41850f3c12b559c68688b30,d4c3d28c62f96b6d3d4ef6da1e572ceac542009fb46ad0748b1fef1772f680b9
3407,1425_0.84_1.75.png,2338_0.62_1.42.png,7bf03e26b5d6db808d29fedad1bf012082be80a1dbfa9d4823aff43cffcec46d,8dc2d9842d0b168f9ce4287b3b44f9460e7f7808e8a673cd8d2599c9f565e0f1
3407,1432_0.91_1.29.png,1580_0.7_1.59.png,4db496418dafac26aad70f8f2cf094703de01fa20de9042aecc2d72761a5fcf3,bf55b2293575673eeacfea027f79ca22745326c7deb44d40e95fd0e9243421d6
3407,1433_0.9_1.85.png,2739_0.95_1.39.png,5fe4c9f8cb36dcf2d948c52aac2fb2c05d47a4573f5706f854600dfa1a7123ba,582348ebffd7080c4aca7382c2ae7e1059cf3e0e3650b98b17b2fca562644953
3407,1435_0.87_0.57.png,126_0.75_1.47.png,5c87d865896fac3a5c06e642d2fb6ef384db6459284800f50859d6bd2ad114d8,24cbf6a498a090031463de040ab2a9889cef686335eef47cbb0040e5b01c2397
3407,1436_0.66_1.76.png,68_0.75_1.58.png,7ec771475149255c7ba128c68b41e1e17ffbbf0a823e7e019696bef5aee67237,5a059416e7efdd2b2bcb190df001e2be09856004cd05010057686bb5316d8350
3407,1440_0.65_1.26.png,2614_0.55_0.63.png,e5642c40e07740bf7aaacd67d3d96b0b3a3facf985d7bdd7384c0a8490f2e7e9,6bd155fcc1be804c0c14776990ef641e30b10ac547f0f59e1cbbedcf8b41de98
3407,1442_0.62_0.81.png,288_0.77_1.7.png,96843dfe078d819dd7db3afc3bd886a93d3a052e8c927b979bb68f297191c8d6,c9911a82b94d69d8d0d89f1c5059f4b6349576ccd52c853a14d71832403d6eb0
3407,1443_0.76_1.22.png,1150_0.8_1.27.png,b43eea11026486095fd1b13be33e827d0eed3d6a2edc202a884ac4f2dcadc21f,9f838932f45dcd0af0400b01da8dd5bab0be3c2d7b2e6d52621a466a1a813cca
3407,1446_0.85_0.59.png,2783_0.78_1.9.png,cc29a7293d088c101eebfdb5ccb2c85f1dfbd01350dc48aac83abc403e902d8a,404bb6ac199a3d9a291df933336c8b7b4e995c90cf435d989246822daceff15e
3407,1449_0.94_0.78.png,2496_0.61_0.78.png,9e784c54ed762aaf7d9a7e2b0adb5405264961b50c63cc38072c6aa11560e392,1d5758e6c102039093c5e76b1461a2d91f9d5df42c7555bed6b1544b66f172b7
3407,1452_0.81_1.88.png,605_0.58_0.77.png,6c9ec821a6491ded6e47d00138460cd11e1493c0a4acd73bdc18cef598f3c1c5,84d54c7837a076d69df80a7ad6c5afebcab8333a6a9d93edf060348ce5be056b
3407,1454_0.62_1.48.png,993_0.96_1.77.png,6233bd29be234e9ee14fe55b06d7c52773d210b58e6aea30cfafea861bdcd805,65f0d29709d521ff262624a4e078cd47f1831638e9e41dfcd0c413a42a501c1f
3407,1456_0.66_1.83.png,492_0.61_1.32.png,4faf445ebe88813ca07b36cd426090442d4c7fdc5969c99dc3d7e2102e2267a2,58746bda3a3d0f919e89252bab6c88456c528cf2a07ad20773e2af915a7a9ab2
3407,1457_0.88_0.58.png,414_0.52_1.27.png,7f8c534d5b9f52062167dd44798e2d10547cda10ea8e39167440c3f6e8b40d70,2d689785417b7c2343d36b112f888fad08d100edf976303ad2a904cc18952094
3407,145_0.5_1.08.png,383_0.87_0.78.png,2dd69e3b8f9470d834dd65803783ed879d3b0cdd135fb41d9ce982d40e4290dd,776e141b6a02ca4fab1de2054de54ba4db25a84299cf1b3296777e49db5823c1
3407,1461_0.59_0.54.png,2652_0.85_1.34.png,3b62fb5f022a095685b75d8fb083db6317ed167f694572b20b609c7e32f8a7bc,7b7fbd658b2685766318eb71bce3728aa1d4dd9b490114cca90852c4406cb22f
3407,1464_0.64_1.56.png,196_0.8_0.88.png,750e3899994a1ee407ef05aedb9a6c210ab4de006b6cf628ea2100fde047e7ca,675a89817ae520dc7567991482501c25cb3588fe767fbe14057c014ebebc64ce
3407,1470_0.63_1.26.png,34_0.67_1.92.png,b537f35a8748a0d32dabfe735f3911d3e267a45ea89db900eb0e0f3f5da54c62,5ac1471fdcf89a7bee45594130ba98c24eca9de56074904ddb4eb2723cdf1f5d
3407,1471_0.82_1.95.png,2080_0.53_1.58.png,5c173358760666d846fee2fa59048654f189ef8a90a6c8151ba56e4b4e7f0ccf,16df0c3cb84fbdb1ff92f23cca0ee185316db99184393f564dd9a1f4dbd4e461
3407,1474_0.92_0.89.png,2941_0.7_1.3.png,444b173a7f70cc6592a7f886b158f2f868020ff3d97e0b8c4ae38c4bc87424d9,2f0a2266db36cc598d57d4366f823981c2b1cb47a3f40a69ddfa1f5d4b954c44
3407,1481_0.7_0.89.png,2877_0.98_1.2.png,a0eab526586164fea78720907a17d6f4cda34d24d6806a23fbe4e3267c0166be,7bdcebdd5367b99fbb4116f60a82431e14a53b7ffa397392c763a1488f7536d2
3407,1482_0.59_1.05.png,2632_0.92_1.01.png,4e2eb580bc4d30c6a78fbf3a0478092742ef7b35708464b259832f4ffff35bf1,64f571540368ca9b26c24012aba5c5738d622f45b0848d865e27da2166df73ab
3407,1485_0.6_1.5.png,1528_0.91_1.9.png,522ffce363c152238dcda6c927e5cfc2cba95e3a5dab075aea011bc320762d56,9a3a3d289ada809bff314b526047d7140cc382a8fe843bf5ecd68609b9aec762
3407,1493_0.84_0.8.png,1060_0.94_1.09.png,b3a6684a86357e27f4068952295fa9eb4d0a4a9b6b4708e1aba600d0ab7195ad,7b7ffed1121fdca91af7a39cf6cad8261c1cf953f11e5c4c0ed24784809985bc
3407,1497_0.99_1.09.png,2024_0.99_1.36.png,cbe180ebd0c69a61f94b456ae817d29db807fa7afb2840b5210f1e480fa23753,c22eaf75910f4f2ebae1a1a282021c9d40c4560d174e8c859d6a2a63d6a725bc
3407,1500_0.87_1.88.png,984_0.67_1.7.png,941d47783441ee0a54eeb8ea2c93ce84485b75550c325f053c9d5c0b2c4ccc2c,6ed4721c29c76bb5a0fc2d13af442ac5227e9f94cdf18cfb8065481942d5abe7
3407,1511_0.63_1.09.png,2759_0.52_1.32.png,260c63db4dbf2e6df0ac92301267c648cd43518229e8d4ede2f6674487fc30db,4e607f8327fad878641f495e5d84d77ce46b13ccb05e268ba7f1507c75bedb06
3407,1512_0.89_1.11.png,2409_0.55_1.95.png,f796d2ba4fc036e56001278c1d21c009fd0cdea9d01a165200bc7405d3852901,c51cedd50d6594b7b0205b82228e9e8963922be379e6858bf0e9ffd1770d3f68
3407,1517_0.72_1.25.png,693_0.92_1.29.png,0d5d39e7e7c6a06dff96ff44bf0f542d73183ba3b85a497d88115f2bbbe5cd94,fb286756744aec4f860b7b0e23b93f893643705bd366211e056e13add9d67b92
3407,1518_0.62_1.44.png,2051_0.92_0.92.png,170a6fc029cbdc66cad146d42d5b5b26e8d88dd63adc446ad904054808038a7b,62b31e67fe653484e0c22d3ad1082abb75f377c162631579cf7826e393990116
3407,1528_0.91_1.9.png,2115_0.75_1.52.png,fc2215340a9ec0ee960c103b7f8e9359b563bacade5aacd378a3e69cad6f34f0,f728f110ff26875bd8f4ceb89ebc566f4bae51d8b74283818933648c9bf775eb
3407,152_0.8_1.99.png,814_0.63_1.29.png,c4c93349cc201a8cb6564a9b91fb37962ef5cb78d712becf5048d235a4c2a890,cfbf5acb8a137f5fcc3f29d9f2f63adf9f8598e8e807f80b5c6e2174a90b8a75
3407,1531_0.52_1.01.png,2145_0.59_1.25.png,c867be22479bb4acc74a60c1e701df02587d4fd7abbbfa9279f90de65df59242,becead72fb3188ad2c2a52cbb5ea5f7abad451f7a0415db268b77c12eca81fbf
3407,1537_0.52_1.24.png,1432_0.91_1.29.png,5ae0c11404147e346cc75908ccba0b8116bb6c333083752f8dadf10901c31f9d,21e848d0b3805b12ed04992e37dbf1eb1b1e7f5e0c73e9225a0422c88b5a03b7
3407,1538_0.61_0.54.png,1461_0.59_0.54.png,458641ce0aa19890deebe12be42c53da1a80ba485470efbbeea46b64337a1826,41b6a4c8f883253950155e8cf1e5131dda85a4464fb51f317f23637a52d12bed
3407,1539_0.58_0.79.png,2379_0.79_1.37.png,fd1b5c279bc467239c4198ae572bcbaa34efd682c47d430e68c1562676ba0581,dbda628b6c2d39ab2ffe8306667e811124b47183403d08d45af3cd5d9b2c252a
3407,1543_0.92_1.98.png,1895_0.9_1.62.png,73c5a75e855810f3befa1c9fb8c24ddfcdd9020f12f7f354423ae195f88af43a,44913a5d3b0f0e492a25c2eed49372fcbb6ba08c94c49767ebca51f7e4a0a23f
3407,1544_0.87_1.52.png,2140_0.55_0.94.png,7e03f6e07d258422ba1c6c037ebaeb61f6814cefc19b96d4e7721b83162c6f07,89d11dba205d851235c8cfecc7677f9a7c9628e549005a2f0c27d03179ada8f5
3407,1547_0.77_1.84.png,471_0.9_1.29.png,ba3a5b657585a96f7c7df4e5e5870b449e1e0efc83c4e7657db2f19213e4c8c0,af8ab9a9b4a28901dab857671bec695f96c781cd0a5f6d0d6a3762a0112a6bc4
3407,1548_0.85_1.55.png,2556_0.89_1.72.png,b1f771203465319d7e9651d0458d71d6cff46ca4a63ed74e8c386dd8913fd189,92553bc5ec703483a394395d29a0dd25001a35eb2382fc51c1972fafe6a2b739
