name,source_split,oof_fold,WD0375_dPSNR,severe_risk_label,hazy_runtime_score,all_runtime_score,score_delta_all_minus_hazy
2516_0.88_0.51.png,train_core,4,3.2396011352539062,0,0.549193872993754,0.8476096054729222,0.2984157324791682
2529_0.77_0.68.png,train_core,2,0.9112815856933594,0,0.7430769826255581,0.8384469368804781,0.09536995425492001
2546_0.84_0.53.png,train_core,4,2.093608856201172,0,0.70317781680125,0.8618693452094343,0.15869152840818423
2548_0.9_0.6.png,train_core,1,2.1813201904296875,0,0.7029719070137339,0.8516228899502438,0.1486509829365099
2797_0.69_0.58.png,train_core,3,1.1705780029296875,0,0.6523107141602076,0.8427862041426438,0.19047548998243624
2799_0.58_0.59.png,train_core,0,0.8907546997070312,0,0.6393760104925316,0.880725393757685,0.24134938326515343
2804_0.51_1.83.png,train_core,2,0.9542503356933594,0,0.6414625506783025,0.8666805639959329,0.22521801331763036
2829_0.7_0.68.png,train_core,1,1.0058746337890625,0,0.7434506201158153,0.8689639771467601,0.1255133570309448
2831_0.91_0.62.png,train_core,3,0.2556610107421875,0,0.7527827169513007,0.8530091588933209,0.10022644194202013
2833_0.66_0.5.png,train_core,0,1.3244171142578125,0,0.8015011947296815,0.8733897150130135,0.07188852028333204
2835_0.84_0.58.png,train_core,2,2.301319122314453,0,0.7689631589771666,0.8592241434705726,0.09026098449340603
2846_0.54_1.41.png,train_core,0,0.8578681945800781,0,0.8028838353648864,0.8441981080627963,0.04131427269790988
2865_0.65_0.7.png,train_core,0,0.40332794189453125,0,0.660859237353269,0.8428987359562903,0.18203949860302127
2880_0.9_0.87.png,train_core,0,1.8655548095703125,0,0.7091448851031799,0.8687363493572217,0.1595914642540418
2917_0.55_0.86.png,train_core,1,1.7906455993652344,0,0.7054531754971245,0.8579050891702651,0.1524519136731406
2923_0.53_0.64.png,train_core,0,1.2445640563964844,0,0.5340957644624325,0.8476952001171547,0.31359943565472226
2929_0.56_0.77.png,train_core,1,0.710052490234375,0,0.7792489104839408,0.8394884540950333,0.060239543611092405
2949_0.93_0.8.png,train_core,1,1.4026260375976562,0,0.7704335964240376,0.8656364956016872,0.09520289917764957
2952_0.56_0.89.png,train_core,4,1.9196090698242188,0,0.7820941466366993,0.8389144333714644,0.056820286734765135
2953_0.65_1.26.png,train_core,0,0.7407073974609375,0,0.7036118968765055,0.8629628120491118,0.15935091517260636
2954_0.63_1.11.png,train_core,1,0.7701492309570312,0,0.7305650302969332,0.9047144025994671,0.1741493723025339
