image_id,hazy_name,hazy_path,gt_path,trans_path,width,height,sha256_hazy,sha256_gt,sha256_trans,split,fold_id
100,100_0.65_1.43.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/100_0.65_1.43.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/100.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/100.png,400,400,9104a1fea5ba35b09ad866d8f5c42071f94997ccc4037ab1aeba78fc74ca8d86,20c1c9d60ebe5f1cce9fe38f24fbf8a5806006d955dd6dd97dd877a0d9175469,6510e8c6301e28b06aecbde5fadcfca15f50ed017a9e1548cc5254f1df02e3ce,train,
1010,1010_0.91_1.13.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1010_0.91_1.13.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1010.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1010.png,400,400,1140ad1759280ade3ba25d15d552310ef82561e9c244c1fc418028b137e3ab75,de748918ebf83988c5a9acf2dd072da4c247f914d9c2b7a61a9111518bee2132,209120546e99404dd5758bd30403ac18319e5756c0d023692b7a8c0939e9a08a,train,
1011,1011_0.79_0.66.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1011_0.79_0.66.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1011.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1011.png,400,400,0d68de1746c82fa31e19b1e3c39099ac1651a0c4edf3472a29452ef0a51ea869,de748918ebf83988c5a9acf2dd072da4c247f914d9c2b7a61a9111518bee2132,47773e9a903464c7a691c9a11f80e6c1143666563d970c477aad68ebe768d691,train,
1012,1012_0.85_1.28.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1012_0.85_1.28.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1012.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1012.png,400,400,38504c3095c0700e876e42975c3d21c9035827f86b22bfce00f10cdd27be47df,de748918ebf83988c5a9acf2dd072da4c247f914d9c2b7a61a9111518bee2132,a748ac593019810337a95922c32960ac546fc44863fa55c6017b637be4a4f2ce,train,
1013,1013_0.63_1.83.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1013_0.63_1.83.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1013.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1013.png,400,400,d1faf04ae3df5a60f1ccdcf0b62d5e9b1175ee097f0b5b766b9ed2b5dd15cd46,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,f46e01dd5fca62f96aad62b86558847bd9ad2f5be337362a78fb5d7193e55dda,train,
1014,1014_0.74_1.61.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1014_0.74_1.61.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1014.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1014.png,400,400,ff5dbc060bbc828b1a6baac6c9d7cd233bc7a5d29da64560f8cda450c8f644b9,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,83cc8aadb0fa6de82312de522e8513c1d05a2594d1f5a3a2ff07a3f05fa991ad,train,
1015,1015_0.7_1.92.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1015_0.7_1.92.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1015.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1015.png,400,400,43c171beb393aedfc665f719d8307bdb22a6a77980e751ac0e2255b1571f2770,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,551363c3fe2e226a17b20a373a4ae5e9198708285db77c5bdb5cf6798bf282f5,train,
1016,1016_0.8_1.72.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1016_0.8_1.72.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1016.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1016.png,400,400,ceddc950ebb36d5d419213b44b0636a0dcb74ff04de52268d0c2191cf72562bf,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,f121327d19841e55b87e9b0a1dbec15e65aa7b7e7097857a5f1b681ad9be6cfa,train,
1017,1017_0.91_1.44.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1017_0.91_1.44.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1017.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1017.png,400,400,0b0423ac1af03ff0839c2a5759548ea7ee44bd6c65b595a8dbb0c54fbc7b3792,bed5c09d00d8e46ab0c748bb6f5878f4042fae01f8b98a11ba7fe20f567101b6,a2636bbb57016fccf5c2740cf56baab70edbbc2335fbc08a9748b9258542e5db,train,
1018,1018_0.88_0.54.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1018_0.88_0.54.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1018.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1018.png,400,400,b6280d2f71fc320e899ef60197e245200d5736f0a9c44a7179658f7c1535c33c,bed5c09d00d8e46ab0c748bb6f5878f4042fae01f8b98a11ba7fe20f567101b6,f2fd078cc22ac3bbbf939da002d5a6830aa943b01776140a87042e465bf2c263,train,
1019,1019_0.82_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1019_0.82_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1019.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1019.png,400,400,fe31c947f920218f648e7a91dd4d0d09a876771909e3b5a2648404ef7df2d3bf,bed5c09d00d8e46ab0c748bb6f5878f4042fae01f8b98a11ba7fe20f567101b6,a9fc5e0ab96c6d818c22c375f48de787bf1082bac26bb68c353b4ff58c78f6f0,train,
101,101_0.78_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/101_0.78_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/101.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/101.png,400,400,523653e3ff64266adf4a60614985aaf7ac8f9bbe87a9b926ea955c21e2990364,d39ab157ffd356dc6f154082fbfdc623b227c70e432f9705d4ae0355dc0a2e1f,8919dc1cbd0ff9b82e2e024356b2e3c7959822441fd8b65cb4fcc014ca74d930,train,
1020,1020_0.5_0.98.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1020_0.5_0.98.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1020.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1020.png,400,400,1063a597cbb17e4ebe4c9d373d501dcebea3cced077085b6693b7ae9233cac7c,bed5c09d00d8e46ab0c748bb6f5878f4042fae01f8b98a11ba7fe20f567101b6,228501e9a095ad1a04a1e5b7440d5cf9df89593770133e8224609161bd53bac2,train,
1021,1021_0.73_0.84.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1021_0.73_0.84.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1021.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1021.png,400,400,1baea903750b9a0b02d32e691a3a63f54ee5f323d47b5d56b6401c419d1f3f66,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,59b1dcf09d0a6af2c0cd23244d0b02d61a9789513f3a104e23c32be9e8f3e7d2,train,
1022,1022_0.66_1.05.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1022_0.66_1.05.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1022.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1022.png,400,400,299d683e75f69c464e3ca1f0767aac661ef5ff6f1faa7b7998fe87d046b9f42b,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,f4b4f37d2c282a478ef41576fba7d3afb456548f5897e248b1f6aeadaafd6645,train,
1023,1023_0.5_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1023_0.5_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1023.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1023.png,400,400,dc243511649a4f980b368007c9a6aab9864213f55a756930eb775039df6613a0,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,7194886e43e232cdff416ed30f1d6db0e75cc3a32349739a1edbfce6f7ddfe30,train,
1024,1024_0.69_1.66.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1024_0.69_1.66.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1024.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1024.png,400,400,b7d7521cb25565b5eae7565ee663fd29a04220ede6f466d8056440acd61c2761,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,5bd42bdc725f6d0aa57d153b2080a9b73732f389d731abe19b90a5fbf4e0daee,train,
1025,1025_0.95_1.79.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1025_0.95_1.79.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1025.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1025.png,400,400,aa01282b82ead82030637eb7f7ff6648df94426c7b36b56804a78efc8c3d52ea,628daed877ac27e1eb0326582492fff784ba00cae95f5b3c1d23904d7aa8b5f2,a60c0b7ec27c4f55b9e8ca83a5d98ddfd3afeea29e0dfaa0dcdf5d0d9c9746f4,train,
1026,1026_0.77_0.89.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1026_0.77_0.89.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1026.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1026.png,400,400,474af0ba0ec2b2df88507ad3b1e402b4466ee37e03e49a445ae19e1c7cda1c9d,628daed877ac27e1eb0326582492fff784ba00cae95f5b3c1d23904d7aa8b5f2,ffafc1dc50118ed17038c179f13f0f173767d58a3b21bba6e69a3463e4a6e23d,train,
1027,1027_0.57_1.77.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1027_0.57_1.77.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1027.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1027.png,400,400,332a1898b62c424435f0344c1c08d4b160c7ba45d3ea7b912c64e4a6c310640c,628daed877ac27e1eb0326582492fff784ba00cae95f5b3c1d23904d7aa8b5f2,a49262ba6005587b459a0838770783b0a27608e6d55f33853ca25c0960cb85ec,train,
1028,1028_0.97_1.41.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1028_0.97_1.41.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1028.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1028.png,400,400,8dc4622d25c3bd66ec400f273f0a8bf719c8906d25ea2f938ef25fbd8d001e9b,628daed877ac27e1eb0326582492fff784ba00cae95f5b3c1d23904d7aa8b5f2,f8c0c37c2f2c059b474f050917e6995ce67b880f51f87cdd7d35fc3c9101f596,train,
1029,1029_0.71_0.56.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1029_0.71_0.56.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1029.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1029.png,400,400,bb0f2e69c03cdad4a3e4da9b6862b328b2d9c682c4d273a8f1e6e89540d8de60,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,047e34a1a72c36a0d74c12e09266946a1ceef49bbe012b3bb46892a86eb9ec00,train,
102,102_0.94_1.18.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/102_0.94_1.18.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/102.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/102.png,400,400,e013f75ac2f4f5a01e68122a408397223ecfc2680df247b2e0fdffb73acdd7ec,d39ab157ffd356dc6f154082fbfdc623b227c70e432f9705d4ae0355dc0a2e1f,b0c9704eecae225be061f051a8ea7022f1180790f1ba7037835145d17f32c525,train,
1030,1030_0.75_1.69.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1030_0.75_1.69.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1030.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1030.png,400,400,be4b9c6854e6678a73dc0b2e7ba6feb17402b67c08cdbf14533fae8c04d1032c,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,0418c1993fd13b6eae5ee53164b48dd06343b15df627626e2c959349b5753af6,train,
1031,1031_0.76_0.7.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1031_0.76_0.7.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1031.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1031.png,400,400,ec9baa98032ba6e1ae311e8d1a4abe326d03021287fca9e04b3628b7a38f1772,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,6b82f0962b8090f12311964916319535d62a6d236c00490b913c5ed723fc2ea3,train,
1032,1032_0.6_0.6.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1032_0.6_0.6.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1032.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1032.png,400,400,6994fd1742aff58b3e498cb76282f41009dadf72e278ef713add96350c2cade7,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,e572b7a99002e1fc88d7b394099d4077d658a6ce53e2abdaf3d26179c392df4f,train,
1033,1033_0.52_1.2.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1033_0.52_1.2.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1033.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1033.png,400,400,a15c5ce023e4047e2cb5a2b41aba9e9944597da3743f0b08ae68774113fbb134,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,5f6b673e0d31cc6cc26936f5c173c09f16d7549d890807fb457adaba882f3132,train,
1034,1034_0.55_0.77.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1034_0.55_0.77.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1034.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1034.png,400,400,944a107920dead7fef6a5542c54f3887d0ef782269b4ef58f1d1192d7c9c2225,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,a206f2653a635f3580f759826e398b51a43aae70e5a8612b11fb180ff9e975b0,train,
1035,1035_0.76_1.14.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1035_0.76_1.14.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1035.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1035.png,400,400,58d3ffb1c370a9fcf9e05ad56743c226a7a04da29bad114723beb2d828cb8f36,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,d42bd9bcd3f3e3f8e0a96eb8afa9a40549af21f82ec262a4e4d19c96580e6bb5,train,
1036,1036_0.69_1.69.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1036_0.69_1.69.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1036.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1036.png,400,400,4d024bf0ed76ead8493e6ff7ad46ccd6c790f4402d3790b39daaa4d2dcd5f18b,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,25a00159266f295a9051d3507b8aa9e9dce347538fef78f7fdfe91947df9529f,train,
1037,1037_0.89_0.54.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1037_0.89_0.54.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1037.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1037.png,400,400,293515cf9daa153d8fd2754d00f8b36a32c56da536cd11627f2cfc892efefb97,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,a0ae662b8a56ddcd75b904847e914f19be5c2dc1a579cea3d20201a49caf027f,train,
1038,1038_0.87_1.29.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1038_0.87_1.29.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1038.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1038.png,400,400,7a5e05d19419439025140eb6927f4dfa33abe4184127b0941914304a11b18f62,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,fa693fc99a746cb5f40c70d12fe83fe8b2e4d0209c03d3e0833ed38067b08adb,train,
1039,1039_0.79_1.79.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1039_0.79_1.79.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1039.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1039.png,400,400,ada972468cbe47406b1525227876ace6b5cbb7855665ac682802610fb15068c5,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,c46947c5747487c74cb744bd816d9c1a9b3105fa09ae9078a550a58a68c9ee1c,train,
103,103_0.75_1.59.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/103_0.75_1.59.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/103.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/103.png,400,400,7cd46b05afd70ca1cd6fbafbe19219f7de782e2fcae329d336e7d71893af2c08,d39ab157ffd356dc6f154082fbfdc623b227c70e432f9705d4ae0355dc0a2e1f,f55a34a18f7ea592c064dbaf692cf32a774b2e732e3f8856bab6384b5b88a22e,train,
1040,1040_0.78_2.0.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1040_0.78_2.0.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1040.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1040.png,400,400,db41eee80d1d9ed48a5e2a1956a5b2c3d0a73c651ac2bc272b3a1644f259b07d,2ff49a334a944fd543620366ddb3d4f44bc610d9c256cb96dcea3e445d2042b1,fc42e534390af3d33481acf52e5ace27ad2d1f897d4ba719c41db39bc9e71469,train,
1041,1041_0.64_0.82.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1041_0.64_0.82.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1041.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/trans/1041.png,400,400,a5c812e290c91c63dca9d31dc8d1bedb82e0fe85e9acab47422c5b9bf0689a4f,515b4f82be54d513c159044c6bb89b34d801610ec4a035a1108d6dd16df74c54,3b26336188952a7034bd2addf8c85626856d98db9c0a231914f297ff793175a6,train,
