image_id,split_role
1148,train_inner
1149,train_inner
114,val_inner
1150,val_inner
1151,train_inner
1152,train_inner
1153,train_inner
1154,train_inner
1155,val_inner
1156,train_inner
1157,train_inner
1158,train_inner
1159,train_inner
115,train_inner
1160,train_inner
1161,train_inner
1162,val_inner
1163,train_inner
1164,val_inner
1165,train_inner
1166,train_inner
1167,train_inner
1168,val_inner
1169,train_inner
116,val_inner
1170,val_inner
1171,train_inner
1172,train_inner
1173,train_inner
1174,train_inner
1175,train_inner
1176,train_inner
1177,train_inner
1178,train_inner
1179,val_inner
117,train_inner
1180,train_inner
1181,train_inner
1182,train_inner
1183,train_inner
1184,train_inner
1185,train_inner
1186,train_inner
1187,val_inner
1188,train_inner
1189,train_inner
118,train_inner
1190,train_inner
1191,train_inner
1192,train_inner
1193,train_inner
1194,train_inner
1195,train_inner
1196,train_inner
1197,train_inner
1198,train_inner
1199,train_inner
119,val_inner
11,train_inner
1200,val_inner
1201,train_inner
1202,train_inner
1203,train_inner
1204,train_inner
1205,val_inner
1206,train_inner
1207,train_inner
1208,val_inner
1209,train_inner
120,train_inner
1210,train_inner
1211,val_inner
1212,train_inner
1213,train_inner
1214,train_inner
1215,train_inner
1216,train_inner
1217,train_inner
1218,train_inner
1219,train_inner
121,train_inner
1220,train_inner
1221,train_inner
1222,train_inner
1223,train_inner
1224,train_inner
1225,train_inner
1226,train_inner
1227,train_inner
1228,train_inner
1229,train_inner
122,train_inner
1230,train_inner
1231,val_inner
1232,train_inner
1233,train_inner
1234,train_inner
1235,train_inner
1236,train_inner
1237,train_inner
1238,train_inner
1239,train_inner
123,val_inner
1240,val_inner
1241,train_inner
1242,train_inner
1243,train_inner
1244,train_inner
1245,train_inner
1246,val_inner
1247,train_inner
1248,train_inner
1249,train_inner
124,train_inner
1250,val_inner
1251,train_inner
1252,train_inner
1253,train_inner
1254,val_inner
1255,train_inner
1256,train_inner
1257,train_inner
1258,train_inner
1259,train_inner
125,train_inner
1260,train_inner
1261,train_inner
1262,train_inner
1263,val_inner
1264,train_inner
1265,train_inner
1266,val_inner
1267,train_inner
1268,train_inner
1269,train_inner
126,val_inner
1270,train_inner
1271,val_inner
1272,train_inner
1273,train_inner
1274,train_inner
1275,train_inner
1276,train_inner
1277,train_inner
1278,train_inner
1279,train_inner
127,train_inner
1280,train_inner
1281,val_inner
1282,val_inner
1283,train_inner
1284,train_inner
1285,train_inner
1286,train_inner
1287,train_inner
1288,train_inner
1289,train_inner
128,train_inner
1290,train_inner
1291,train_inner
1292,val_inner
1293,train_inner
1294,train_inner
1295,train_inner
1296,train_inner
1297,val_inner
1298,train_inner
1299,train_inner
129,val_inner
12,train_inner
1300,train_inner
1301,train_inner
1302,train_inner
1303,train_inner
1304,train_inner
1305,val_inner
1306,val_inner
1307,train_inner
1308,val_inner
1309,train_inner
130,train_inner
1310,train_inner
1311,train_inner
1312,train_inner
1313,train_inner
1314,train_inner
1315,train_inner
1316,train_inner
1317,train_inner
1318,train_inner
1319,train_inner
131,train_inner
1320,train_inner
1321,train_inner
1322,val_inner
1323,val_inner
1324,val_inner
1325,train_inner
1326,val_inner
1327,train_inner
1328,train_inner
1329,train_inner
132,train_inner
1330,train_inner
1331,train_inner
1332,train_inner
1333,train_inner
1334,train_inner
1335,train_inner
1336,train_inner
1337,train_inner
1338,train_inner
1339,train_inner
133,train_inner
1340,train_inner
1341,val_inner
1342,train_inner
1343,train_inner
1344,train_inner
1345,train_inner
1346,train_inner
1347,val_inner
1348,train_inner
1349,train_inner
134,train_inner
1350,train_inner
1351,train_inner
1352,train_inner
1353,train_inner
1354,train_inner
1355,train_inner
1356,train_inner
1357,train_inner
1358,train_inner
1359,train_inner
135,train_inner
1360,train_inner
1361,train_inner
1362,train_inner
1363,train_inner
1364,train_inner
1365,train_inner
1366,train_inner
1367,train_inner
1368,train_inner
1369,train_inner
136,val_inner
1370,train_inner
1371,train_inner
1372,train_inner
1373,train_inner
1374,train_inner
1375,train_inner
1376,val_inner
1377,val_inner
1378,train_inner
1379,train_inner
137,train_inner
1380,val_inner
1381,train_inner
1382,train_inner
1383,train_inner
1384,train_inner
1385,train_inner
1386,val_inner
1387,train_inner
1388,train_inner
1389,train_inner
138,train_inner
1390,train_inner
1391,train_inner
1392,train_inner
1393,train_inner
1394,train_inner
1395,train_inner
1396,train_inner
1397,val_inner
1398,train_inner
1399,train_inner
139,val_inner
13,train_inner
1400,train_inner
1401,train_inner
1402,train_inner
1403,val_inner
1404,train_inner
1405,train_inner
1406,train_inner
1407,val_inner
1408,train_inner
1409,train_inner
140,train_inner
1410,val_inner
1411,train_inner
1412,train_inner
1413,train_inner
1414,train_inner
1415,train_inner
1416,train_inner
1417,train_inner
1418,train_inner
1419,train_inner
141,val_inner
1420,train_inner
1421,train_inner
1422,train_inner
1423,train_inner
1424,train_inner
1425,val_inner
1426,train_inner
1427,train_inner
1428,train_inner
1429,train_inner
142,train_inner
1430,train_inner
1431,train_inner
1432,val_inner
1433,val_inner
1434,train_inner
1435,val_inner
1436,val_inner
1437,train_inner
1438,train_inner
1439,train_inner
143,train_inner
1440,val_inner
1441,train_inner
1442,val_inner
1443,val_inner
1444,train_inner
1445,train_inner
1446,val_inner
1447,train_inner
1448,train_inner
1449,val_inner
144,train_inner
1450,train_inner
1451,train_inner
1452,val_inner
1453,train_inner
1454,val_inner
1455,train_inner
1456,val_inner
1457,val_inner
1458,train_inner
1459,train_inner
145,val_inner
1460,train_inner
1461,val_inner
1462,train_inner
1463,train_inner
1464,val_inner
1465,train_inner
1466,train_inner
1467,train_inner
1468,train_inner
1469,train_inner
146,train_inner
1470,val_inner
1471,val_inner
1472,train_inner
1473,train_inner
1474,val_inner
1475,train_inner
1476,train_inner
1477,train_inner
1478,train_inner
1479,train_inner
147,train_inner
1480,train_inner
1481,val_inner
1482,val_inner
1483,train_inner
1484,train_inner
1485,val_inner
1486,train_inner
1487,train_inner
1488,train_inner
1489,train_inner
148,train_inner
1490,train_inner
1491,train_inner
1492,train_inner
1493,val_inner
1494,train_inner
1495,train_inner
1496,train_inner
1497,val_inner
1498,train_inner
1499,train_inner
149,train_inner
14,train_inner
1500,val_inner
1501,train_inner
1502,train_inner
1503,train_inner
1504,train_inner
1505,train_inner
1506,train_inner
1507,train_inner
1508,train_inner
1509,train_inner
150,train_inner
1510,train_inner
1511,val_inner
1512,val_inner
1513,train_inner
1514,train_inner
1515,train_inner
1516,train_inner
1517,val_inner
1518,val_inner
1519,train_inner
151,train_inner
1520,train_inner
1521,train_inner
1522,train_inner
1523,train_inner
1524,train_inner
1525,train_inner
1526,train_inner
1527,train_inner
1528,val_inner
1529,train_inner
152,val_inner
1530,train_inner
1531,val_inner
1532,train_inner
1533,train_inner
1534,train_inner
1535,train_inner
1536,train_inner
1537,val_inner
1538,val_inner
1539,val_inner
153,train_inner
1540,train_inner
1541,train_inner
1542,train_inner
1543,val_inner
1544,val_inner
1545,train_inner
1546,train_inner
1547,val_inner
1548,val_inner
1549,val_inner
154,val_inner
1550,train_inner
1551,train_inner
1552,train_inner
1553,train_inner
1554,train_inner
1555,train_inner
1556,train_inner
1557,train_inner
1558,train_inner
1559,train_inner
155,train_inner
1560,train_inner
1561,train_inner
1562,train_inner
1563,train_inner
1564,train_inner
1565,train_inner
1566,train_inner
1567,train_inner
1568,val_inner
1569,train_inner
156,train_inner
1570,train_inner
1571,train_inner
1572,train_inner
1573,val_inner
1574,train_inner
1575,val_inner
1576,train_inner
1577,train_inner
1578,val_inner
1579,train_inner
157,train_inner
1580,val_inner
1581,train_inner
1582,train_inner
1583,train_inner
1584,train_inner
1585,train_inner
1586,val_inner
1587,train_inner
1588,train_inner
1589,train_inner
158,val_inner
1590,train_inner
1591,train_inner
1592,val_inner
1593,train_inner
1594,train_inner
1595,train_inner
1596,train_inner
1597,train_inner
1598,train_inner
1599,val_inner
159,train_inner
15,train_inner
1600,train_inner
1601,train_inner
1602,val_inner
1603,train_inner
1604,train_inner
1605,val_inner
1606,train_inner
1607,train_inner
1608,train_inner
1609,train_inner
160,train_inner
1610,train_inner
1611,train_inner
1612,val_inner
1613,train_inner
1614,train_inner
1615,train_inner
1616,train_inner
1617,train_inner
1618,train_inner
1619,train_inner
161,val_inner
1620,train_inner
1621,val_inner
1622,train_inner
1623,train_inner
1624,train_inner
1625,train_inner
1626,train_inner
1627,train_inner
1628,train_inner
1629,train_inner
162,val_inner
1630,train_inner
1631,val_inner
1632,train_inner
1633,train_inner
1634,train_inner
1635,val_inner
1636,val_inner
1637,train_inner
1638,train_inner
1639,train_inner
163,train_inner
1640,train_inner
1641,train_inner
1642,train_inner
1643,train_inner
1644,train_inner
1645,train_inner
1646,train_inner
1647,val_inner
1648,val_inner
1649,train_inner
164,train_inner
1650,train_inner
1651,train_inner
1652,train_inner
1653,train_inner
1654,train_inner
1655,train_inner
1656,train_inner
1657,val_inner
1658,train_inner
1659,train_inner
165,train_inner
1660,train_inner
1661,train_inner
1662,train_inner
1663,val_inner
1664,val_inner
1665,train_inner
1666,val_inner
1667,train_inner
1668,train_inner
1669,train_inner
166,train_inner
1670,train_inner
1671,train_inner
1672,train_inner
1673,train_inner
1674,train_inner
1675,train_inner
1676,train_inner
1677,train_inner
1678,train_inner
1679,train_inner
167,train_inner
1680,train_inner
1681,train_inner
1682,train_inner
1683,train_inner
1684,train_inner
1685,val_inner
1686,val_inner
1687,val_inner
1688,train_inner
1689,val_inner
168,train_inner
1690,train_inner
1691,val_inner
1692,train_inner
1693,train_inner
1694,train_inner
1695,train_inner
1696,val_inner
1697,train_inner
1698,train_inner
1699,train_inner
169,train_inner
16,train_inner
1700,train_inner
1701,val_inner
1702,train_inner
1703,train_inner
1704,train_inner
1705,val_inner
1706,train_inner
1707,train_inner
1708,train_inner
1709,train_inner
170,train_inner
1710,train_inner
1711,train_inner
1712,val_inner
1713,train_inner
1714,train_inner
1715,train_inner
1716,train_inner
1717,train_inner
1718,val_inner
1719,train_inner
171,train_inner
1720,train_inner
1721,train_inner
1722,val_inner
1723,train_inner
1724,train_inner
1725,train_inner
1726,val_inner
1727,train_inner
1728,train_inner
1729,train_inner
172,train_inner
1730,val_inner
1731,train_inner
1732,train_inner
1733,val_inner
1734,train_inner
1735,train_inner
1736,train_inner
1737,train_inner
1738,train_inner
1739,train_inner
173,val_inner
1740,train_inner
1741,train_inner
1742,train_inner
1743,train_inner
1744,train_inner
1745,train_inner
1746,train_inner
1747,train_inner
1748,train_inner
1749,train_inner
174,train_inner
1750,train_inner
1751,train_inner
1752,train_inner
1753,train_inner
1754,train_inner
1755,train_inner
1756,val_inner
1757,train_inner
1758,train_inner
1759,train_inner
175,train_inner
1760,train_inner
1761,val_inner
1762,train_inner
1763,val_inner
1764,train_inner
1765,val_inner
1766,train_inner
1767,train_inner
1768,train_inner
1769,train_inner
176,train_inner
1770,train_inner
1771,train_inner
1772,train_inner
1773,val_inner
1774,train_inner
1775,train_inner
1776,train_inner
1777,train_inner
1778,train_inner
1779,train_inner
177,train_inner
1780,train_inner
1781,train_inner
1782,train_inner
1783,train_inner
1784,val_inner
1785,train_inner
1786,train_inner
1787,train_inner
1788,train_inner
1789,train_inner
178,train_inner
1790,train_inner
1791,train_inner
1792,train_inner
1793,train_inner
1794,train_inner
1795,val_inner
1796,val_inner
1797,train_inner
1798,train_inner
1799,train_inner
179,train_inner
17,val_inner
1800,train_inner
1801,val_inner
1802,train_inner
1803,val_inner
1804,train_inner
1805,train_inner
1806,train_inner
1807,train_inner
1808,train_inner
1809,train_inner
180,train_inner
1810,train_inner
1811,train_inner
1812,train_inner
1813,train_inner
1814,val_inner
1815,train_inner
1816,train_inner
1817,val_inner
1818,train_inner
1819,train_inner
181,train_inner
1820,train_inner
1821,train_inner
1822,val_inner
1823,train_inner
1824,train_inner
1825,train_inner
1826,train_inner
1827,train_inner
1828,train_inner
1829,train_inner
182,train_inner
1830,train_inner
1831,train_inner
1832,train_inner
1833,train_inner
1834,train_inner
1835,val_inner
1836,train_inner
1837,train_inner
1838,train_inner
1839,train_inner
183,val_inner
1840,train_inner
1841,val_inner
1842,train_inner
1843,train_inner
1844,val_inner
1845,train_inner
1846,train_inner
1847,train_inner
1848,train_inner
1849,train_inner
184,train_inner
1850,train_inner
1851,val_inner
1852,train_inner
1853,train_inner
1854,val_inner
1855,train_inner
1856,train_inner
1857,train_inner
1858,train_inner
1859,val_inner
185,train_inner
1860,val_inner
1861,train_inner
1862,val_inner
1863,train_inner
1864,train_inner
1865,train_inner
1866,train_inner
1867,val_inner
1868,train_inner
1869,train_inner
186,train_inner
1870,train_inner
1871,train_inner
1872,train_inner
1873,train_inner
1874,train_inner
1875,val_inner
1876,val_inner
1877,train_inner
1878,train_inner
1879,train_inner
187,train_inner
1880,train_inner
1881,train_inner
1882,train_inner
1883,train_inner
1884,val_inner
1885,val_inner
1886,train_inner
1887,train_inner
1888,train_inner
1889,train_inner
188,train_inner
1890,train_inner
1891,train_inner
1892,val_inner
1893,train_inner
1894,train_inner
1895,val_inner
1896,train_inner
1897,train_inner
1898,val_inner
1899,train_inner
189,train_inner
18,train_inner
1900,train_inner
1901,train_inner
1902,train_inner
1903,train_inner
1904,train_inner
1905,train_inner
1906,train_inner
1907,train_inner
1908,train_inner
1909,train_inner
190,train_inner
1910,train_inner
1911,val_inner
1912,val_inner
1913,train_inner
1914,val_inner
1915,train_inner
1916,train_inner
1917,val_inner
1918,train_inner
1919,val_inner
191,train_inner
1920,val_inner
1921,train_inner
1922,train_inner
1923,val_inner
1924,train_inner
1925,train_inner
1926,train_inner
1927,train_inner
1928,train_inner
1929,train_inner
192,train_inner
1930,train_inner
1931,train_inner
1932,train_inner
1933,train_inner
1934,train_inner
1935,train_inner
1936,val_inner
1937,val_inner
1938,train_inner
1939,val_inner
193,train_inner
1940,train_inner
1941,train_inner
1942,val_inner
1943,train_inner
1944,train_inner
1945,train_inner
1946,train_inner
1947,train_inner
1948,train_inner
1949,train_inner
194,train_inner
1950,train_inner
1951,train_inner
1952,val_inner
1953,train_inner
1954,train_inner
1955,train_inner
1956,val_inner
1957,train_inner
1958,train_inner
1959,train_inner
195,train_inner
1960,train_inner
1961,train_inner
1962,train_inner
1963,train_inner
1964,train_inner
1965,train_inner
1966,val_inner
1967,train_inner
1968,train_inner
1969,train_inner
196,val_inner
1970,train_inner
1971,train_inner
1972,train_inner
1973,train_inner
1974,train_inner
1975,train_inner
1976,train_inner
1977,train_inner
1978,train_inner
1979,val_inner
197,train_inner
1980,train_inner
1981,train_inner
1982,val_inner
1983,train_inner
1984,train_inner
1985,val_inner
1986,train_inner
1987,train_inner
1988,val_inner
1989,train_inner
198,train_inner
1990,train_inner
1991,train_inner
1992,train_inner
1993,train_inner
1994,train_inner
1995,train_inner
1996,train_inner
1997,train_inner
1998,train_inner
1999,train_inner
199,train_inner
19,train_inner
1,train_inner
2000,val_inner
2001,train_inner
2002,train_inner
2003,val_inner
2004,train_inner
2005,train_inner
2006,train_inner
2007,val_inner
2008,train_inner
2009,train_inner
200,train_inner
2010,train_inner
2011,train_inner
2012,train_inner
2013,val_inner
2014,train_inner
2015,train_inner
2016,train_inner
2017,train_inner
2018,train_inner
2019,train_inner
201,train_inner
2020,train_inner
2021,train_inner
2022,train_inner
2023,train_inner
2024,val_inner
2025,train_inner
2026,val_inner
2027,val_inner
2028,val_inner
2029,train_inner
202,train_inner
2030,train_inner
2031,train_inner
2032,train_inner
2033,val_inner
2034,train_inner
2035,train_inner
2036,train_inner
2037,train_inner
2038,train_inner
2039,train_inner
203,train_inner
2040,train_inner
2041,train_inner
2042,train_inner
2043,val_inner
2044,train_inner
2045,train_inner
2046,train_inner
2047,train_inner
2048,train_inner
2049,train_inner
204,train_inner
2050,val_inner
2051,val_inner
2052,train_inner
2053,train_inner
2054,train_inner
2055,train_inner
2056,train_inner
2057,val_inner
2058,train_inner
2059,train_inner
205,train_inner
2060,train_inner
2061,val_inner
2062,train_inner
2063,val_inner
2064,train_inner
2065,train_inner
2066,train_inner
2067,train_inner
2068,train_inner
2069,val_inner
206,train_inner
2070,val_inner
2071,val_inner
2072,val_inner
2073,val_inner
2074,val_inner
2075,train_inner
2076,val_inner
2077,train_inner
2078,train_inner
2079,val_inner
207,train_inner
2080,val_inner
2081,train_inner
2082,train_inner
2083,train_inner
2084,train_inner
2085,train_inner
2086,train_inner
2087,val_inner
2088,train_inner
2089,train_inner
208,train_inner
2090,train_inner
2091,train_inner
2092,train_inner
2093,train_inner
2094,val_inner
2095,train_inner
2096,val_inner
2097,train_inner
2098,train_inner
2099,train_inner
209,train_inner
20,train_inner
2100,train_inner
2101,train_inner
2102,train_inner
2103,train_inner
2104,train_inner
2105,train_inner
2106,train_inner
2107,train_inner
2108,train_inner
2109,val_inner
210,train_inner
2110,train_inner
2111,val_inner
2112,train_inner
2113,train_inner
2114,val_inner
2115,val_inner
2116,train_inner
2117,train_inner
2118,train_inner
2119,val_inner
211,train_inner
2120,train_inner
2121,val_inner
2122,train_inner
2123,val_inner
2124,train_inner
2125,train_inner
2126,val_inner
2127,train_inner
2128,train_inner
2129,train_inner
212,val_inner
2130,train_inner
2131,train_inner
2132,val_inner
2133,train_inner
2134,train_inner
2135,val_inner
2136,train_inner
2137,train_inner
2138,train_inner
2139,train_inner
213,train_inner
2140,val_inner
2141,val_inner
2142,train_inner
2143,train_inner
2144,val_inner
2145,val_inner
2146,train_inner
2147,train_inner
2148,train_inner
2149,train_inner
214,train_inner
2150,val_inner
2151,val_inner
2152,train_inner
2153,train_inner
2154,train_inner
2155,train_inner
2156,val_inner
2157,train_inner
2158,train_inner
2159,train_inner
215,val_inner
2160,train_inner
2161,train_inner
2162,train_inner
2163,val_inner
2164,train_inner
2165,train_inner
2166,train_inner
2167,train_inner
2168,train_inner
2169,train_inner
216,train_inner
2170,train_inner
2171,train_inner
2172,train_inner
2173,train_inner
2174,train_inner
2175,train_inner
2176,val_inner
2177,train_inner
2178,train_inner
2179,val_inner
217,val_inner
2180,train_inner
2181,train_inner
2182,train_inner
2183,train_inner
2184,train_inner
2185,train_inner
2186,train_inner
2187,train_inner
2188,train_inner
2189,train_inner
218,train_inner
2190,val_inner
2191,train_inner
2192,train_inner
2193,train_inner
2194,train_inner
2195,val_inner
2196,train_inner
2197,train_inner
2198,train_inner
2199,train_inner
219,train_inner
21,train_inner
2200,train_inner
2201,train_inner
2202,train_inner
2203,train_inner
2204,val_inner
2205,train_inner
2206,train_inner
2207,val_inner
2208,train_inner
2209,train_inner
220,val_inner
2210,train_inner
2211,train_inner
2212,train_inner
2213,train_inner
2214,train_inner
2215,train_inner
2216,val_inner
2217,train_inner
2218,train_inner
2219,train_inner
221,train_inner
2220,val_inner
2221,train_inner
2222,train_inner
2223,train_inner
2224,train_inner
2225,train_inner
2226,train_inner
2227,train_inner
2228,train_inner
2229,train_inner
222,train_inner
2230,train_inner
2231,val_inner
2232,train_inner
2233,train_inner
2234,val_inner
2235,val_inner
2236,train_inner
2237,train_inner
2238,train_inner
2239,train_inner
223,train_inner
2240,train_inner
2241,train_inner
2242,train_inner
2243,train_inner
2244,val_inner
2245,train_inner
2246,train_inner
2247,val_inner
2248,train_inner
2249,train_inner
224,train_inner
2250,val_inner
2251,train_inner
2252,train_inner
2253,train_inner
2254,train_inner
2255,train_inner
2256,train_inner
2257,train_inner
2258,train_inner
2259,val_inner
225,train_inner
2260,train_inner
2261,train_inner
2262,val_inner
2263,train_inner
2264,val_inner
2265,val_inner
2266,train_inner
2267,train_inner
2268,train_inner
2269,val_inner
226,val_inner
2270,train_inner
2271,val_inner
2272,train_inner
2273,train_inner
2274,train_inner
2275,train_inner
2276,train_inner
2277,val_inner
2278,train_inner
2279,val_inner
227,train_inner
2280,train_inner
2281,train_inner
2282,val_inner
2283,val_inner
2284,train_inner
2285,train_inner
2286,train_inner
2287,train_inner
2288,train_inner
2289,train_inner
228,val_inner
2290,val_inner
2291,train_inner
2292,val_inner
2293,train_inner
2294,val_inner
2295,train_inner
2296,train_inner
2297,train_inner
2298,val_inner
2299,train_inner
229,val_inner
22,train_inner
2300,train_inner
2301,train_inner
2302,train_inner
2303,train_inner
2304,train_inner
2305,val_inner
2306,train_inner
2307,val_inner
2308,train_inner
2309,train_inner
230,train_inner
2310,val_inner
2311,train_inner
2312,train_inner
2313,train_inner
2314,train_inner
2315,train_inner
2316,train_inner
2317,val_inner
2318,train_inner
2319,val_inner
231,train_inner
2320,train_inner
2321,train_inner
2322,train_inner
2323,train_inner
2324,train_inner
2325,val_inner
2326,train_inner
2327,train_inner
2328,train_inner
2329,train_inner
232,train_inner
2330,train_inner
2331,train_inner
2332,train_inner
2333,train_inner
2334,val_inner
2335,train_inner
2336,train_inner
2337,train_inner
2338,val_inner
2339,train_inner
233,train_inner
2340,train_inner
2341,train_inner
2342,train_inner
2343,train_inner
2344,train_inner
2345,val_inner
2346,train_inner
2347,train_inner
2348,train_inner
2349,train_inner
234,train_inner
2350,train_inner
2351,train_inner
2352,train_inner
2353,train_inner
2354,train_inner
2355,train_inner
2356,train_inner
2357,train_inner
2358,train_inner
2359,train_inner
235,train_inner
2360,train_inner
2361,train_inner
2362,train_inner
2363,train_inner
2364,train_inner
2365,val_inner
2366,train_inner
2367,train_inner
2368,train_inner
2369,train_inner
236,val_inner
2370,train_inner
2371,train_inner
2372,train_inner
2373,train_inner
2374,train_inner
2375,train_inner
2376,train_inner
2377,train_inner
2378,train_inner
2379,val_inner
237,train_inner
2380,train_inner
2381,train_inner
2382,val_inner
2383,train_inner
2384,train_inner
2385,train_inner
2386,val_inner
2387,train_inner
2388,train_inner
2389,train_inner
238,val_inner
2390,train_inner
2391,train_inner
2392,train_inner
2393,train_inner
2394,train_inner
2395,val_inner
2396,train_inner
2397,train_inner
2398,train_inner
2399,train_inner
239,train_inner
23,val_inner
2400,train_inner
2401,train_inner
2402,val_inner
2403,train_inner
2404,train_inner
2405,train_inner
2406,train_inner
2407,train_inner
2408,val_inner
2409,val_inner
240,train_inner
2410,val_inner
2411,val_inner
2412,train_inner
2413,train_inner
2414,train_inner
2415,val_inner
2416,train_inner
2417,train_inner
2418,train_inner
2419,train_inner
241,train_inner
2420,val_inner
2421,train_inner
2422,train_inner
2423,train_inner
2424,train_inner
2425,train_inner
2426,train_inner
2427,train_inner
2428,train_inner
2429,train_inner
242,train_inner
2430,train_inner
2431,train_inner
2432,val_inner
2433,train_inner
2434,train_inner
2435,train_inner
2436,train_inner
2437,val_inner
2438,train_inner
2439,train_inner
243,train_inner
2440,train_inner
2441,val_inner
2442,train_inner
2443,train_inner
2444,train_inner
2445,train_inner
2446,train_inner
2447,train_inner
2448,train_inner
2449,train_inner
244,train_inner
2450,val_inner
2451,train_inner
2452,train_inner
2453,val_inner
2454,val_inner
2455,train_inner
2456,train_inner
2457,train_inner
2458,val_inner
2459,train_inner
245,train_inner
2460,train_inner
2461,train_inner
2462,train_inner
2463,val_inner
2464,train_inner
2465,train_inner
2466,train_inner
2467,val_inner
2468,train_inner
2469,train_inner
246,train_inner
2470,train_inner
2471,train_inner
2472,train_inner
2473,train_inner
2474,val_inner
2475,val_inner
2476,val_inner
2477,train_inner
2478,train_inner
2479,train_inner
247,train_inner
2480,train_inner
2481,train_inner
2482,train_inner
2483,val_inner
2484,train_inner
2485,train_inner
2486,train_inner
2487,train_inner
2488,train_inner
2489,train_inner
248,train_inner
2490,val_inner
2491,val_inner
2492,train_inner
2493,train_inner
2494,train_inner
2495,train_inner
2496,val_inner
2497,train_inner
2498,val_inner
2499,train_inner
249,val_inner
24,val_inner
2500,train_inner
2501,train_inner
2502,train_inner
2503,train_inner
2504,train_inner
2505,train_inner
2506,train_inner
2507,train_inner
2508,train_inner
2509,train_inner
250,train_inner
2510,train_inner
2511,train_inner
2512,train_inner
2513,train_inner
2514,train_inner
2515,train_inner
2516,train_inner
2517,val_inner
2518,train_inner
2519,train_inner
251,train_inner
2520,train_inner
2521,train_inner
2522,val_inner
2523,train_inner
2524,train_inner
2525,val_inner
2526,train_inner
2527,train_inner
2528,train_inner
2529,train_inner
252,val_inner
2530,train_inner
2531,train_inner
2532,train_inner
2533,train_inner
2534,train_inner
2535,train_inner
2536,train_inner
2537,train_inner
2538,train_inner
2539,train_inner
253,train_inner
2540,train_inner
2541,train_inner
2542,val_inner
2543,train_inner
2544,train_inner
2545,train_inner
2546,train_inner
2547,train_inner
2548,train_inner
2549,train_inner
254,train_inner
2550,val_inner
2551,train_inner
2552,train_inner
2553,train_inner
2554,train_inner
2555,train_inner
2556,val_inner
2557,train_inner
2558,train_inner
2559,val_inner
255,train_inner
2560,train_inner
2561,train_inner
2562,train_inner
2563,val_inner
2564,train_inner
2565,train_inner
2566,train_inner
2567,val_inner
2568,train_inner
2569,train_inner
256,train_inner
2570,val_inner
2571,train_inner
2572,val_inner
2573,train_inner
2574,val_inner
2575,train_inner
2576,train_inner
2577,train_inner
2578,train_inner
2579,train_inner
257,train_inner
2580,train_inner
2581,val_inner
2582,train_inner
2583,train_inner
2584,train_inner
2585,train_inner
2586,train_inner
2587,train_inner
2588,train_inner
2589,val_inner
258,train_inner
2590,train_inner
2591,val_inner
2592,train_inner
2593,train_inner
