name,split,action_pixels,negative_pixels,ignore_pixels,isolated_pixels,low_adjacent_pixels,other_pixels
1711_0.54_0.6.png,train_calib,46,2314,1287,142,6,453
1714_0.89_1.96.png,train_calib,1848,273,641,159,113,1423
1719_0.77_1.33.png,train_calib,1481,233,489,66,35,1924
171_0.59_1.19.png,train_calib,2509,125,940,768,30,522
1732_0.87_0.59.png,train_calib,141,2320,996,100,5,643
1738_0.58_1.63.png,train_calib,1265,529,1079,229,92,1281
1749_0.73_1.97.png,train_calib,788,641,2141,1001,62,559
1750_0.82_1.35.png,train_calib,553,1202,1642,686,33,704
1755_0.74_1.04.png,train_calib,438,637,1399,320,82,1696
1760_0.76_0.82.png,train_calib,224,2210,593,47,4,1073
1776_0.86_1.11.png,train_calib,869,1222,665,75,131,1448
1785_0.51_1.95.png,train_calib,387,1486,1092,116,38,1164
1786_0.64_1.19.png,train_calib,203,2315,589,65,3,992
1792_0.62_1.77.png,train_calib,878,421,638,174,49,2201
1793_0.92_1.79.png,train_calib,1587,5,10,0,1,2494
1800_0.61_1.92.png,train_calib,194,524,101,22,1,3278
1802_0.98_0.53.png,train_calib,493,2218,875,82,3,513
1816_0.55_1.84.png,train_calib,289,170,1032,733,11,2616
181_0.99_0.56.png,train_calib,845,410,505,159,1,2336
1846_0.88_1.38.png,train_calib,665,1167,686,148,22,1595
184_0.81_1.03.png,train_calib,1567,210,655,447,178,1739
1850_0.69_0.59.png,train_calib,107,1805,594,38,2,1592
1855_0.9_1.32.png,train_calib,426,326,105,28,2,3241
185_0.65_1.74.png,train_calib,2018,47,222,99,11,1819
1869_0.54_1.64.png,train_calib,408,458,1280,168,18,1964
1878_0.54_0.67.png,train_calib,93,813,1860,146,3,1333
1879_0.88_1.72.png,train_calib,2134,549,424,248,40,1015
1880_0.85_1.19.png,train_calib,1479,643,840,558,97,1174
1886_0.89_1.66.png,train_calib,765,451,103,18,0,2777
1887_0.6_1.79.png,train_calib,546,525,825,240,52,2231
188_0.9_1.18.png,train_calib,2196,5,758,709,63,1138
18_0.55_1.6.png,train_calib,1884,78,1244,593,34,916
1908_0.95_1.69.png,train_calib,889,569,844,276,0,1794
1910_0.72_1.03.png,train_calib,606,1276,848,182,24,1382
1928_0.97_1.39.png,train_calib,1823,728,486,34,55,1102
1930_0.6_1.26.png,train_calib,868,688,592,70,17,1960
1935_0.69_0.62.png,train_calib,406,1028,336,76,1,2327
193_0.76_1.43.png,train_calib,2064,69,603,451,20,1380
1941_0.75_1.0.png,train_calib,474,1053,1951,456,2,620
1948_0.76_0.93.png,train_calib,3697,0,375,372,235,24
1954_0.97_1.98.png,train_calib,1567,474,550,59,80,1568
1960_0.8_0.62.png,train_calib,390,1039,640,194,18,2037
1980_0.66_1.45.png,train_calib,1242,486,870,285,28,1522
2011_0.66_1.68.png,train_calib,1438,77,133,58,39,2458
2034_0.77_0.91.png,train_calib,545,1916,1108,313,12,535
2035_0.56_1.32.png,train_calib,192,875,2605,645,7,431
2046_0.76_1.87.png,train_calib,2380,269,371,22,40,1104
2048_0.72_0.67.png,train_calib,1542,537,1036,451,93,1011
2064_0.8_1.99.png,train_calib,1131,231,361,172,15,2383
2084_0.73_1.89.png,train_calib,2310,43,561,366,267,1242
2093_0.79_1.1.png,train_calib,565,471,677,80,5,2387
2099_1.0_1.51.png,train_calib,1902,657,432,113,32,1131
20_0.81_1.64.png,train_calib,2177,202,829,267,53,921
2100_0.76_0.76.png,train_calib,414,1050,1064,287,6,1574
2106_0.53_0.55.png,train_calib,66,1490,1509,316,0,1031
2108_0.55_1.9.png,train_calib,1859,35,765,538,276,1508
2120_0.93_1.24.png,train_calib,1807,623,800,172,54,915
2133_0.59_0.63.png,train_calib,79,1288,1467,185,5,1267
213_0.97_0.85.png,train_calib,720,789,168,22,11,2428
2142_0.81_1.58.png,train_calib,1779,164,210,29,12,1953
2146_0.62_1.67.png,train_calib,1117,685,856,105,25,1459
2147_0.76_0.94.png,train_calib,449,1106,1051,83,10,1500
2149_0.58_1.39.png,train_calib,505,1054,1148,213,36,1425
2153_0.61_1.16.png,train_calib,671,1394,675,126,97,1409
2159_0.62_0.8.png,train_calib,205,1168,2049,398,20,694
2169_0.78_0.79.png,train_calib,132,1978,1112,267,7,881
2177_1.0_1.8.png,train_calib,2134,226,931,529,43,828
2187_0.73_1.15.png,train_calib,632,480,1680,325,91,1376
218_0.71_1.25.png,train_calib,2663,86,888,729,156,462
2201_0.93_0.8.png,train_calib,550,1210,1622,522,6,719
2202_0.65_1.33.png,train_calib,459,1216,1724,399,19,709
2210_0.81_1.94.png,train_calib,2444,97,93,8,42,1476
2215_0.59_1.63.png,train_calib,966,251,435,84,99,2494
2217_0.57_1.84.png,train_calib,596,75,122,50,0,3303
2222_0.73_1.79.png,train_calib,1018,156,44,4,4,2881
2227_0.88_1.42.png,train_calib,210,195,88,12,1,3604
2233_0.89_1.49.png,train_calib,676,134,305,91,18,2992
2246_0.8_0.54.png,train_calib,240,1212,883,163,5,1766
2254_0.99_0.51.png,train_calib,337,1611,673,81,8,1482
225_0.53_0.84.png,train_calib,1100,480,737,180,52,1789
2276_0.77_1.55.png,train_calib,955,562,734,126,24,1860
2281_0.68_0.81.png,train_calib,363,1170,980,154,22,1605
2285_0.67_1.0.png,train_calib,287,879,218,34,5,2715
2300_0.99_1.84.png,train_calib,1421,308,755,410,33,1632
2304_0.95_0.99.png,train_calib,950,518,247,29,1,2382
2306_0.93_1.08.png,train_calib,1644,642,805,294,15,1010
2313_0.57_0.7.png,train_calib,450,816,1570,269,6,1264
2314_0.51_1.78.png,train_calib,1280,110,1148,555,257,1713
2328_0.86_1.07.png,train_calib,457,1437,1217,340,27,1001
2330_0.55_1.2.png,train_calib,299,492,2837,925,45,501
2343_0.53_1.69.png,train_calib,455,1249,1157,137,46,1264
2347_0.5_1.72.png,train_calib,584,1601,925,71,88,1054
2370_0.65_1.01.png,train_calib,1023,1073,1129,591,384,932
2378_0.52_1.23.png,train_calib,162,1972,956,81,68,1051
2383_0.59_1.38.png,train_calib,280,1082,841,178,6,1899
2385_0.74_1.17.png,train_calib,250,919,1547,431,36,1397
2392_0.93_1.96.png,train_calib,1793,643,409,32,38,1282
2393_0.52_0.98.png,train_calib,362,1603,1463,267,20,685
2399_0.68_0.89.png,train_calib,370,1307,1890,435,5,534
2407_0.95_1.45.png,train_calib,1182,693,1234,509,44,1012
2417_0.58_1.91.png,train_calib,1441,503,491,99,4,1665
2424_0.59_2.0.png,train_calib,864,751,1315,509,13,1178
2425_0.65_0.63.png,train_calib,200,1986,1569,431,0,341
2439_0.56_0.86.png,train_calib,87,2347,695,74,10,977
2446_0.73_1.52.png,train_calib,629,558,1286,555,161,1691
246_0.81_1.95.png,train_calib,3381,0,30,30,4,685
2473_0.73_1.45.png,train_calib,684,1017,1379,257,46,1058
2479_0.81_1.81.png,train_calib,1205,124,339,80,11,2438
2480_0.85_1.87.png,train_calib,1392,155,259,86,8,2297
2484_0.94_1.7.png,train_calib,1715,240,468,153,69,1703
2485_0.56_1.06.png,train_calib,105,2374,567,71,2,1052
2499_0.55_0.8.png,train_calib,250,958,1290,210,14,1606
2502_0.94_1.08.png,train_calib,584,994,1219,259,3,1302
2504_0.91_1.76.png,train_calib,988,641,929,278,11,1547
2552_0.55_0.61.png,train_calib,27,1613,1221,93,0,1235
2557_0.84_0.68.png,train_calib,236,1254,630,184,4,1980
2561_0.98_0.54.png,train_calib,175,1107,855,27,1,1960
2569_0.51_1.46.png,train_calib,415,1038,472,92,105,2208
2571_0.85_1.0.png,train_calib,324,681,200,26,1,2892
2578_0.79_1.18.png,train_calib,774,471,802,217,12,2061
2579_0.77_0.86.png,train_calib,387,695,643,123,7,2378
2585_0.76_1.09.png,train_calib,97,1502,462,39,0,2035
2587_0.67_1.68.png,train_calib,234,590,639,116,17,2647
2592_0.73_0.67.png,train_calib,352,1292,568,36,6,1890
2610_0.81_1.15.png,train_calib,321,487,375,59,27,2925
2613_0.76_1.52.png,train_calib,689,178,279,18,51,2984
2615_0.61_1.0.png,train_calib,217,435,905,78,58,2585
2645_0.78_0.85.png,train_calib,450,716,1134,58,19,1815
2656_0.85_0.67.png,train_calib,130,2145,723,70,24,1099
2658_0.78_1.47.png,train_calib,1040,95,342,152,29,2642
2669_0.51_1.79.png,train_calib,1035,185,176,54,38,2722
2670_0.93_1.49.png,train_calib,1082,558,131,0,10,2333
2673_0.77_1.49.png,train_calib,310,1366,680,179,7,1745
2679_0.72_1.97.png,train_calib,1074,135,261,67,5,2630
2695_0.53_1.16.png,train_calib,165,1974,397,48,6,1566
26_0.91_0.86.png,train_calib,1856,24,1406,1323,125,843
2713_0.86_1.67.png,train_calib,996,254,204,56,0,2642
2738_0.64_1.94.png,train_calib,699,851,609,90,48,1968
273_0.75_1.31.png,train_calib,2133,95,446,339,97,1449
2741_0.63_1.66.png,train_calib,1390,226,423,94,48,2101
2752_0.67_1.27.png,train_calib,481,661,867,228,22,2102
2756_0.92_1.11.png,train_calib,1435,729,721,251,27,1237
2770_0.77_1.63.png,train_calib,513,1112,1181,251,36,1315
2774_0.98_0.56.png,train_calib,1245,544,366,34,24,1957
2780_0.82_0.68.png,train_calib,449,1384,1016,211,1,1248
2782_0.87_0.69.png,train_calib,1127,1032,874,202,18,1081
278_0.98_0.65.png,train_calib,1015,1146,1119,421,0,816
2793_0.73_0.79.png,train_calib,67,724,323,33,1,2983
2818_0.7_1.02.png,train_calib,871,1116,859,243,3,1253
2834_0.7_1.05.png,train_calib,960,767,924,281,6,1449
2856_0.88_1.68.png,train_calib,484,472,421,39,25,2737
2859_0.64_1.61.png,train_calib,622,879,547,49,1,2049
2865_0.65_0.7.png,train_calib,57,2084,749,101,0,1206
2869_0.8_0.83.png,train_calib,381,626,1468,329,13,1631
2871_0.76_1.43.png,train_calib,1538,171,609,357,83,1822
287_0.9_0.63.png,train_calib,533,535,2345,1682,20,697
2881_0.58_1.16.png,train_calib,211,853,1923,433,21,1122
2885_0.97_1.56.png,train_calib,1760,452,174,16,2,1712
2886_0.56_1.65.png,train_calib,919,309,669,113,97,2259
2891_0.75_1.3.png,train_calib,332,1616,1855,881,18,303
2898_0.74_1.2.png,train_calib,1564,64,490,293,71,2011
2904_0.97_0.81.png,train_calib,991,776,1560,537,14,783
2923_0.53_0.64.png,train_calib,35,2223,1307,133,3,534
2927_0.97_0.84.png,train_calib,1687,90,51,0,12,2276
2932_0.9_0.96.png,train_calib,747,476,452,110,0,2421
2933_0.98_1.9.png,train_calib,1046,784,839,190,36,1455
2937_0.84_1.4.png,train_calib,1121,248,318,21,50,2445
293_0.88_0.76.png,train_calib,1121,268,1133,669,117,1643
2940_0.96_0.73.png,train_calib,858,706,325,17,28,2225
2942_0.61_1.83.png,train_calib,945,381,1500,323,83,1338
2948_0.75_1.31.png,train_calib,728,798,969,201,0,1601
2957_0.86_1.61.png,train_calib,1431,324,552,256,4,1792
2961_0.62_0.84.png,train_calib,845,1371,640,147,14,1254
2983_0.92_1.19.png,train_calib,1646,490,113,15,13,1853
2985_0.62_1.93.png,train_calib,1621,431,434,115,18,1617
2998_0.77_0.88.png,train_calib,867,396,1024,242,26,1824
306_0.96_1.61.png,train_calib,2583,15,218,157,1,1281
317_0.72_1.67.png,train_calib,2496,10,788,676,166,837
339_0.61_0.69.png,train_calib,1645,39,320,159,28,2116
364_0.81_1.57.png,train_calib,2306,202,746,154,195,978
369_0.78_1.42.png,train_calib,2274,45,906,676,232,997
370_0.53_0.88.png,train_calib,1972,384,1116,257,8,631
373_0.66_1.31.png,train_calib,1280,146,231,36,4,2441
389_0.93_0.77.png,train_calib,2322,75,559,342,8,1146
38_0.79_1.15.png,train_calib,2158,152,1206,872,44,610
392_0.54_0.67.png,train_calib,61,371,2055,732,1,1610
394_0.77_1.13.png,train_calib,1315,132,1022,616,270,1699
395_0.5_1.02.png,train_calib,2024,215,1036,591,239,884
397_0.92_1.2.png,train_calib,2217,238,620,317,49,1046
3_0.88_1.73.png,train_calib,3251,52,441,296,72,386
401_1.0_1.69.png,train_calib,3524,4,99,29,122,497
415_0.69_1.6.png,train_calib,1674,43,1687,1502,280,704
425_0.89_1.0.png,train_calib,2012,360,351,54,3,1376
427_0.64_1.21.png,train_calib,2559,31,233,144,35,1301
436_0.62_1.79.png,train_calib,3303,0,203,164,127,606
43_0.92_1.86.png,train_calib,3338,16,221,194,79,527
445_0.81_1.45.png,train_calib,3426,54,149,31,1,468
456_0.84_1.7.png,train_calib,2839,1,540,270,116,769
465_0.97_1.62.png,train_calib,3226,0,165,152,5,710
469_0.67_1.87.png,train_calib,1846,20,756,512,62,1512
478_0.53_0.59.png,train_calib,712,33,2003,1851,26,1371
481_0.63_1.77.png,train_calib,2563,122,819,300,38,608
485_0.61_0.65.png,train_calib,1227,0,2564,1956,0,305
488_0.53_1.25.png,train_calib,2999,0,1130,1049,122,0
511_0.74_0.58.png,train_calib,464,341,667,341,0,2624
516_0.68_1.23.png,train_calib,1932,116,1219,806,20,841
520_0.79_0.94.png,train_calib,2468,103,453,284,5,1077
522_0.87_1.68.png,train_calib,3494,6,53,12,12,553
548_0.9_0.76.png,train_calib,733,282,2235,1334,67,891
559_0.81_1.51.png,train_calib,2200,54,210,18,60,1685
587_0.8_0.51.png,train_calib,425,400,2047,1417,0,1224
591_0.83_0.96.png,train_calib,1243,1276,932,431,2,645
592_0.61_0.98.png,train_calib,311,392,3107,1860,0,286
598_0.8_1.09.png,train_calib,1280,113,959,691,21,1755
599_0.86_1.4.png,train_calib,1713,27,672,545,14,1694
608_0.55_1.73.png,train_calib,2336,23,905,651,5,837
617_0.73_1.62.png,train_calib,3063,95,558,75,20,399
645_0.92_0.79.png,train_calib,468,732,1781,174,9,1124
662_0.54_0.84.png,train_calib,593,147,1267,410,5,2094
665_0.7_1.28.png,train_calib,1531,118,402,118,15,2060
667_0.95_0.69.png,train_calib,1402,220,115,1,0,2359
670_0.89_1.66.png,train_calib,1287,12,1318,1275,71,1479
677_0.68_1.27.png,train_calib,1879,60,184,69,12,1975
678_0.88_0.92.png,train_calib,1877,94,502,136,37,1647
691_0.81_1.41.png,train_calib,587,1128,1436,484,11,951
694_0.51_1.61.png,train_calib,2804,106,830,540,45,370
697_0.89_1.98.png,train_calib,3485,0,48,24,7,565
708_0.91_1.83.png,train_calib,3039,0,390,389,85,668
717_0.67_1.02.png,train_calib,2672,47,428,227,65,1005
723_0.77_1.08.png,train_calib,1696,103,722,396,6,1577
730_0.62_0.98.png,train_calib,1571,419,1470,719,3,639
732_0.98_1.12.png,train_calib,1593,134,692,321,11,1677
733_0.81_1.12.png,train_calib,1577,949,297,169,0,1273
738_0.93_1.46.png,train_calib,2343,2,304,267,80,1471
749_0.79_1.11.png,train_calib,1198,2,367,221,46,2559
750_0.72_1.91.png,train_calib,1985,44,115,55,22,1957
764_0.98_1.95.png,train_calib,1708,45,104,61,33,2239
767_0.76_1.75.png,train_calib,3137,0,210,73,83,782
771_0.77_1.91.png,train_calib,2739,38,439,364,13,880
772_0.9_1.15.png,train_calib,1868,271,470,145,0,1487
796_0.6_0.64.png,train_calib,174,889,1058,344,26,2000
800_0.59_1.64.png,train_calib,2519,550,847,239,57,206
807_0.72_0.62.png,train_calib,430,664,2614,1060,0,388
813_0.7_1.11.png,train_calib,1591,208,409,23,92,1969
839_0.77_1.34.png,train_calib,3684,30,234,91,25,167
843_0.99_1.9.png,train_calib,3088,120,679,274,16,210
845_0.6_1.37.png,train_calib,3391,83,398,231,19,234
847_0.92_0.94.png,train_calib,2359,299,460,213,17,985
850_0.57_0.78.png,train_calib,208,1407,1879,327,0,602
856_0.91_1.72.png,train_calib,2933,19,251,125,97,919
86_0.74_0.98.png,train_calib,1095,271,1349,424,7,1388
874_0.92_1.27.png,train_calib,1487,24,339,182,2,2246
878_0.92_1.81.png,train_calib,2760,198,264,152,9,877
87_0.79_1.85.png,train_calib,1734,62,1159,571,25,1155
883_0.97_0.83.png,train_calib,1283,105,1099,130,1,1610
891_0.77_1.82.png,train_calib,3997,0,45,19,14,57
892_0.84_0.9.png,train_calib,3576,2,100,39,33,444
898_0.93_1.53.png,train_calib,1576,149,311,130,1,2061
905_0.65_1.3.png,train_calib,2918,33,362,149,12,790
912_0.76_1.92.png,train_calib,2799,199,943,624,140,207
919_0.53_1.67.png,train_calib,2205,180,676,244,54,1062
935_0.97_1.77.png,train_calib,2122,0,384,336,94,1628
936_0.91_0.66.png,train_calib,809,80,1128,659,12,2091
946_0.8_0.84.png,train_calib,1515,259,1299,665,8,1030
954_0.92_1.72.png,train_calib,3277,2,75,8,0,742
958_0.93_0.63.png,train_calib,726,573,1491,754,163,1414
96_0.82_0.62.png,train_calib,2242,365,387,135,13,1112
974_0.77_1.14.png,train_calib,970,35,533,434,113,2589
976_0.64_1.2.png,train_calib,932,79,781,543,105,2353
980_0.58_0.68.png,train_calib,648,602,1422,590,0,1424
991_0.86_0.63.png,train_calib,611,810,1969,801,0,706
1002_0.73_1.47.png,val_inner,1835,47,1357,1209,24,865
1007_0.68_1.25.png,val_inner,2411,17,378,159,100,1299
1012_0.85_1.28.png,val_inner,4013,0,61,61,0,22
1016_0.8_1.72.png,val_inner,2088,62,231,30,42,1755
1022_0.66_1.05.png,val_inner,548,636,1166,484,3,1749
1023_0.5_1.87.png,val_inner,1380,230,869,212,63,1665
1029_0.71_0.56.png,val_inner,37,583,1173,614,0,2303
103_0.75_1.59.png,val_inner,2916,0,651,636,150,533
1042_0.91_0.56.png,val_inner,1089,131,958,326,12,1930
1045_0.58_1.58.png,val_inner,3036,2,256,212,244,819
1060_0.94_1.09.png,val_inner,1347,1087,114,0,0,1548
1064_0.54_0.97.png,val_inner,2286,84,371,206,28,1366
1072_0.58_0.58.png,val_inner,1158,690,518,96,0,1730
1073_0.51_0.98.png,val_inner,237,573,1477,743,0,1809
1075_0.76_1.99.png,val_inner,3037,16,376,317,122,689
1080_0.59_1.22.png,val_inner,1633,32,507,264,109,2012
1083_0.67_0.81.png,val_inner,1528,367,278,33,2,1925
1090_0.54_0.58.png,val_inner,687,272,609,227,0,2528
1096_0.72_0.86.png,val_inner,1497,308,1472,792,11,829
1098_0.8_0.51.png,val_inner,1718,691,1687,835,0,0
1099_0.54_1.76.png,val_inner,1487,277,2317,1468,0,15
1102_0.65_0.94.png,val_inner,3327,140,583,259,66,104
110_0.55_1.08.png,val_inner,1775,0,110,89,17,2221
1113_0.9_0.52.png,val_inner,328,151,1706,566,72,1970
1122_0.94_0.53.png,val_inner,1535,435,697,209,4,1433
1124_0.74_1.17.png,val_inner,1992,168,655,206,49,1322
1134_0.69_1.2.png,val_inner,2283,1,465,463,78,1347
1140_0.67_1.42.png,val_inner,1073,131,2546,1264,1,347
1143_0.73_1.33.png,val_inner,2661,20,51,2,11,1368
1145_0.9_1.2.png,val_inner,2731,190,945,475,8,238
1146_0.89_0.87.png,val_inner,1368,344,1168,591,0,1216
114_0.75_1.45.png,val_inner,1665,2,362,187,49,2076
1150_0.8_1.27.png,val_inner,1159,0,161,156,7,2777
1155_0.63_1.27.png,val_inner,1134,676,1750,444,64,588
1162_0.65_1.7.png,val_inner,2119,0,25,3,9,1956
1164_0.79_1.96.png,val_inner,1945,0,2,0,10,2151
1168_0.56_0.69.png,val_inner,67,567,2809,1196,0,653
116_0.64_1.08.png,val_inner,1613,308,1052,468,30,1149
1170_0.71_1.78.png,val_inner,3056,283,237,106,13,531
1179_0.56_1.96.png,val_inner,1445,49,977,698,23,1645
1187_0.82_1.57.png,val_inner,2028,0,703,607,178,1420
119_0.6_1.7.png,val_inner,2161,23,477,326,98,1470
1200_0.97_0.52.png,val_inner,3192,135,322,226,0,447
1205_0.78_1.01.png,val_inner,3003,0,90,42,0,1003
1208_0.63_0.83.png,val_inner,1757,85,407,55,22,1865
1211_0.88_1.93.png,val_inner,3828,0,85,59,4,183
1231_0.98_1.26.png,val_inner,1817,188,941,485,3,1151
123_0.94_1.22.png,val_inner,2965,22,146,68,3,966
1240_0.64_0.5.png,val_inner,974,755,1799,747,1,569
1246_0.62_2.0.png,val_inner,1863,33,562,308,43,1650
1250_0.57_0.61.png,val_inner,2470,14,1396,1385,0,216
1254_0.97_1.31.png,val_inner,2550,3,27,19,0,1516
1263_0.9_1.41.png,val_inner,2458,258,214,15,35,1172
1266_0.96_1.34.png,val_inner,2659,16,121,48,12,1306
126_0.75_1.47.png,val_inner,1911,135,919,559,36,1150
1271_0.65_1.66.png,val_inner,3117,167,522,280,26,303
1281_0.89_0.85.png,val_inner,1960,396,805,257,14,944
1282_0.62_0.6.png,val_inner,226,567,3303,2524,0,0
1292_0.66_1.45.png,val_inner,2436,118,1049,599,94,530
1297_0.99_0.69.png,val_inner,240,642,987,9,0,2227
129_0.95_1.3.png,val_inner,1723,62,98,13,30,2214
1305_1.0_1.54.png,val_inner,3831,18,160,72,0,87
1306_0.6_0.6.png,val_inner,1992,611,1128,242,0,365
1308_0.84_1.04.png,val_inner,1852,113,1435,1245,56,718
1322_0.64_1.06.png,val_inner,2373,388,363,70,66,998
1323_0.89_0.88.png,val_inner,1253,236,878,588,119,1749
1324_0.55_1.43.png,val_inner,2377,390,341,44,20,1002
1326_0.77_0.97.png,val_inner,1387,48,961,744,204,1764
1341_0.94_0.51.png,val_inner,2479,224,559,278,34,849
1347_0.75_1.79.png,val_inner,3571,32,128,52,4,367
136_0.6_1.01.png,val_inner,2585,278,1114,743,27,146
1376_0.65_1.6.png,val_inner,2148,2,60,7,33,1900
1377_0.5_0.79.png,val_inner,828,409,2657,1992,1,202
1380_0.67_1.78.png,val_inner,1543,29,1841,1598,135,749
1386_0.99_1.78.png,val_inner,2189,2,108,45,7,1797
1397_0.94_0.79.png,val_inner,2629,370,417,107,12,692
139_0.87_1.52.png,val_inner,1606,53,837,548,255,1682
1403_0.73_1.26.png,val_inner,3027,0,13,11,3,1056
1407_0.6_1.92.png,val_inner,3527,0,230,188,213,365
1410_0.76_1.08.png,val_inner,880,1045,1111,558,65,1123
141_0.71_1.48.png,val_inner,2188,34,623,443,13,1258
